Random waveform, supplied seed
Total number of intervals = 120 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453)
Average QPS expected = 55318
Timestamp start: 1778277954481
Timestamp end: 1778279754784

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      274.6   134.1    86.8   171.2   188.1   263.9   294.6   312.1   324.4   340.6   361.9   395.7   490.1  1372.8  6618.1   6928.3     6927
read      302.6   184.2    74.4   128.7   143.7   273.3   340.2   380.3   409.5   445.7   491.9   563.0   756.6  1808.4  5792.9  52848.5    52892
read      280.0   231.3    74.4   129.5   144.1   240.8   296.8   329.1   353.2   382.0   420.3   485.1   936.2  3369.8  7196.7  98912.1    98921
read      259.9   111.9    74.4   125.3   139.2   244.0   302.1   331.2   351.4   373.8   401.5   443.1   531.4   718.2  2997.1  61053.7    61129
read      272.0   109.8    74.4   133.1   149.5   267.0   314.3   338.3   355.2   373.9   398.5   434.1   509.1   678.6  3224.9  40646.3    40613
read      265.3   119.1    74.4   127.6   142.0   253.7   308.9   336.3   355.2   376.3   402.5   442.9   527.9   729.2  3751.5  53286.2    53226
read      274.0   101.7    74.4   135.0   151.6   270.3   316.5   340.0   356.7   375.0   399.3   434.6   510.7   648.9  2107.7  38492.7    38560
read      260.4   138.2    74.4   129.1   143.4   235.0   288.6   318.9   341.5   368.4   402.1   456.5   587.8  1433.8  3635.1 103408.9   103465
read      265.3   142.1    74.4   130.1   144.8   239.0   293.2   324.0   346.6   373.7   408.8   465.2   622.4  1668.4  3698.9 104840.3   104758
read      258.0   129.5    74.4   127.2   141.0   232.6   288.1   319.0   342.0   368.9   402.4   455.8   583.1  1224.4  3323.2  94654.7    94759
read      273.9   103.5    74.4   134.9   151.7   270.2   315.5   338.9   355.4   373.7   398.1   433.7   510.0   684.2  2784.2  37956.6    37799
read      263.3   102.5    86.8   172.5   188.3   254.6   281.6   296.6   309.0   321.8   341.7   371.8   445.5  1220.6  3645.9   8296.3     8296
read      256.8   112.1    74.4   124.4   138.2   237.3   296.5   326.5   346.9   371.3   400.6   445.3   541.2   747.9  2437.3  69408.1    69443
read      258.4   120.4    80.4   161.6   179.7   251.2   278.0   293.2   304.7   318.0   337.2   367.5   437.2  1102.2  6295.7  12510.5    12517
