Random waveform, supplied seed
Total number of intervals = 450 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453, 44096, 100467, 8576, 59359, 7614, 60329, 43762, 67038, 26095, 71173, 109276, 13150, 61250, 84472, 82226, 27671, 98736, 106314, 105027, 96867, 89493, 50538, 22083, 48618, 94298, 63579, 64573, 77178, 29824, 64495, 20917, 85651, 61935, 50216, 72251, 71798, 19701, 24952, 81838, 26648, 24837, 29420, 103882, 70314, 61679, 49557, 19325, 9128, 94933, 24327, 71896, 93771, 20452, 42338, 72627, 80603, 49049, 92305, 56889, 78036, 71583, 72609, 107382, 86530, 16550, 84534, 72631, 49291, 62175, 80213, 16566, 53985, 101949, 24076, 52574, 106271, 105451, 86087, 29108, 101115, 74326, 75832, 94901, 15809, 28874, 51882, 32653, 41676, 63019, 99164, 47055, 62394, 98519, 32122, 49464, 24034, 77363, 91698, 38997, 86028, 83012, 15024, 56640, 97362, 107412, 65030, 79278, 47544, 105368, 58181, 56960, 14849, 63672, 48289, 11797, 10781, 49362, 102119, 46213, 97025, 18351, 21426, 43013, 67376, 36043, 6255, 102499, 26263, 56974, 40869, 46514, 11431, 58600, 68058, 54502, 64022, 52142, 101375, 40606, 47485, 48977, 38615, 80279, 75843, 67095, 41325, 55752, 85561, 14194, 88002, 90515, 109283, 26699, 37400, 19307, 11527, 83787, 22209, 75169, 73833, 94641, 61338, 91825, 77235, 37257, 32057, 108618, 72930, 43714, 87369, 56640, 97360, 79788, 11352, 87962, 40663, 59386, 48302, 19398, 82197, 77387, 72753, 7720, 46279, 42102, 90892, 39976, 61084, 16735, 45909, 28976, 84704, 101822, 92571, 12106, 58568, 51319, 21556, 14191, 29072, 16350, 86891, 104441, 8906, 42175, 51797, 76678, 19630, 100132, 40498, 108559, 23964, 70760, 99567, 107548, 53742, 103931, 60359, 9725, 52014, 40053, 86436, 23983, 66595, 26056, 51764, 40202, 76665, 11133, 80405, 79106, 97258, 36307, 28636, 41620, 75736, 44979, 31478, 37586, 108330, 64301, 11203, 7291, 87477, 77485, 42055, 26865, 94592, 66869, 17835, 55977, 82437, 15775, 87559, 105401, 88752, 94531, 101303, 86640, 84818, 20221, 43599, 52779, 89855, 48532, 107423, 46535, 47535, 49633, 30334, 17207, 106074, 48912, 96483, 39228, 92350, 85084, 81993, 101617, 16730, 71079, 108942, 55406, 42279, 21876, 34140, 42897, 18462, 100375, 41347, 101594, 47486, 73393, 51134, 58201, 71020, 72071, 93446, 28724, 59269, 74624, 52368, 9687, 44165, 6895, 55457, 61164, 108384, 33319, 97895, 39720, 68554, 86849, 30264, 100754, 98098, 86028, 93054, 42348, 29490, 18187, 95113, 8570, 62285, 52582, 34260, 59493, 58208, 93458, 18056)
Average QPS expected = 58024
Timestamp start: 1778504230477
Timestamp end: 1778506030898

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      243.1   106.2    93.8   160.3   174.4   234.7   258.5   271.7   281.8   293.5   310.2   339.2   438.0   974.4  3144.1   6840.2     6927
read      314.2   195.3    74.4   127.9   143.6   272.7   341.5   393.4   431.6   475.1   530.8   621.5   878.6  1959.0  4229.5  52804.2    52892
read      303.5   288.2    74.4   130.4   146.3   249.8   303.2   334.1   359.0   392.5   443.1   556.0  1642.8  3389.3  7461.9  98829.2    98921
read      258.8   105.2    74.4   127.2   142.0   246.5   297.0   321.8   340.0   362.8   392.8   436.6   528.9   680.5  1924.1  61203.5    61129
read      262.5    99.2    80.4   135.9   152.4   258.6   298.2   317.6   332.8   350.6   374.9   414.1   492.5   673.9  2027.9  40592.5    40613
read      260.2   108.8    74.4   130.1   145.2   251.8   298.3   320.2   336.7   356.6   383.6   424.5   514.7   722.3  3031.8  53066.2    53226
read      263.6   111.0    80.4   138.2   154.8   259.6   298.1   317.1   331.9   348.8   373.4   412.6   500.5   637.3  1658.0  38410.2    38560
read      263.6   131.9    74.4   128.6   143.6   242.6   293.0   319.9   341.1   367.8   402.9   462.7   605.4  1341.5  3663.4 103363.8   103465
read      260.8   114.6    74.4   128.5   143.5   241.7   291.9   318.5   339.0   364.9   398.8   455.3   585.9  1096.2  2134.9 104898.5   104758
read      257.6   149.9    74.4   125.5   140.3   235.7   287.3   314.5   334.7   360.1   394.4   448.4   583.7  1405.5  3948.6  94639.8    94759
read      262.9    91.1    74.4   137.8   154.6   259.3   298.1   317.6   332.5   349.4   373.8   409.4   486.0   601.9  1929.4  37841.8    37799
read      239.5   100.4    86.8   162.1   175.5   231.4   253.2   266.2   274.7   287.1   301.6   326.7   403.7  1073.8  5403.7   8326.8     8296
read      252.8   112.8    74.4   123.3   138.0   237.2   288.4   314.2   333.0   356.0   387.3   433.8   533.4   721.5  2937.5  69349.2    69443
read      244.1    72.6    86.8   160.6   176.2   239.5   262.8   274.7   285.4   296.6   313.2   339.1   399.6   893.8  3076.1  12390.2    12517
read      260.0    96.4    74.4   131.8   148.8   254.6   296.5   317.0   332.5   350.5   375.7   414.6   499.0   681.9  1942.4  43449.0    43591
read      255.3    98.9    86.8   152.5   171.6   251.6   279.2   294.1   305.2   317.3   336.4   368.1   433.4   834.3  3447.6  20417.0    20430
read      255.5   120.7    74.4   125.5   140.1   235.8   286.2   313.1   332.9   357.8   391.6   445.1   573.1  1095.0  3249.8  93632.8    93758
read      245.4    87.0    86.8   164.2   179.6   239.5   262.9   274.9   285.3   295.9   311.6   336.3   401.4   902.9  4009.2  10517.2    10485
read      251.0    73.1    86.8   156.7   175.1   247.3   273.3   287.8   297.2   310.5   326.1   354.8   420.7   594.2  2011.4  16264.8    16518
read      248.7   108.4    74.4   121.5   135.6   230.7   281.8   308.9   327.8   350.3   382.8   432.9   545.3   870.1  2105.6  83279.0    83230
read      236.4   151.2    80.4   161.7   174.4   226.6   247.2   258.9   268.1   278.6   294.1   319.2   399.4  1748.4  8021.4   5488.2     5484
read      254.1   105.2    74.4   125.4   140.5   244.2   291.8   314.7   331.5   351.7   379.4   420.1   506.9   716.8  2643.3  55556.5    55611
read      251.2    99.8    86.8   149.8   168.3   247.6   274.6   289.9   300.4   313.3   330.3   360.6   426.5   760.2  4022.6  20812.2    20774
read      252.0   109.2    74.4   123.8   138.5   233.0   283.3   310.5   330.0   354.3   388.2   440.8   563.9   929.4  1961.5  96219.2    96726
read      260.4   101.5    80.4   140.2   158.2   257.8   291.9   309.7   321.3   338.2   360.6   395.4   466.3   789.0  4392.1  32580.5    32442
read      256.2   107.6    74.4   124.8   139.5   239.8   292.1   318.2   337.4   361.7   394.5   443.1   544.7   849.3  1918.0  73102.0    73039
