#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      304.1   195.8    80.4   169.3   188.0   276.1   316.1   339.7   357.8   379.9   410.3   465.8   948.7  2626.3  5461.0  29954.6    30000  1778867043321  1778867053413
read      386.5   353.0    74.4   154.8   173.0   284.7   361.0   421.6   478.5   565.8   698.0   961.2  1710.3  4284.7  6396.9  30009.1    30005  1778867054924  1778867064996
read      372.4   292.4    80.4   149.4   166.5   281.6   360.2   423.8   484.4   570.2   697.2   929.2  1427.6  2629.8  5713.7  30033.2    30010  1778867066507  1778867076563
read      320.8   231.8    74.4   146.1   161.3   256.3   318.1   366.0   408.3   467.7   553.2   705.5  1128.4  2634.3  5768.7  29965.2    30015  1778867078073  1778867088129
read      378.3   290.0    74.4   151.7   169.7   288.9   371.2   434.0   492.3   574.8   696.2   927.4  1457.7  2503.4  5128.7  30081.9    30020  1778867089640  1778867099697
read      343.3   256.1    80.4   147.9   164.5   270.1   341.1   396.7   446.0   513.5   610.0   782.4  1223.9  2197.1  6976.2  30014.3    30025  1778867101210  1778867111265
read      267.2   170.1    80.4   138.0   151.0   224.3   269.1   298.0   321.1   354.7   411.1   543.2   925.0  1650.0  4264.5  30078.2    30030  1778867112774  1778867122830
read      217.8    83.0    80.4   132.0   143.8   202.1   233.2   253.6   269.5   288.7   312.9   347.0   421.0   645.5  2855.7  30090.4    30035  1778867124341  1778867134397
read      226.6    93.9    74.4   136.0   148.7   209.8   242.8   264.7   280.9   300.2   324.8   363.3   438.1   917.9  3167.0  29995.2    30040  1778867135908  1778867145965
read      223.6    93.2    80.4   136.3   148.5   207.7   239.0   259.9   275.2   294.8   318.5   354.4   429.2   885.8  2656.7  30114.6    30045  1778867147477  1778867157535
read      222.2    95.2    80.4   136.1   149.5   210.4   238.1   255.7   269.5   286.2   307.9   341.0   420.7   681.1  2901.5  30057.8    30050  1778867159048  1778867169106
read      226.1    82.4    74.4   140.5   154.0   215.7   243.7   260.9   273.4   289.6   310.1   341.1   409.7   563.7  3174.9  30064.3    30055  1778867170617  1778867180674
read      219.7    99.0    80.4   138.5   150.6   207.3   233.1   249.4   261.9   276.7   297.2   331.1   411.4  1253.7  4072.2  29989.4    30060  1778867182185  1778867192240
read      218.0   118.6    80.4   136.9   148.7   203.5   229.4   245.4   257.3   272.4   293.2   326.9   422.5  1694.0  4364.1  30123.3    30065  1778867193753  1778867203808
read      224.5    88.8    80.4   141.9   155.0   213.1   240.2   256.7   269.5   285.1   305.5   337.6   412.2   748.1  3207.5  30131.9    30070  1778867205319  1778867215376
read      224.1    89.5    74.4   136.6   150.0   212.2   240.9   258.5   271.5   288.0   310.0   343.7   426.8   774.3  3316.5  30021.3    30075  1778867216889  1778867226946
read      218.1    80.3    74.4   137.8   150.3   207.0   232.8   248.9   261.2   275.6   295.9   329.0   406.2   853.5  2632.1  30061.1    30080  1778867228458  1778867238515
read      219.7    78.8    80.4   139.9   152.2   209.0   234.8   251.1   263.5   277.9   297.9   331.0   401.6   675.8  3065.3  30181.6    30085  1778867240028  1778867250087
read      218.9    85.9    74.4   137.2   149.7   208.0   234.3   250.9   263.5   278.2   298.5   332.2   404.2   703.4  3121.6  30080.2    30090  1778867251598  1778867261655
read      228.9    85.9    80.4   142.5   155.8   216.3   244.5   262.3   275.2   292.2   314.2   348.5   434.8   855.8  3294.4  30113.8    30095  1778867263166  1778867273223
