#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      225.3    94.0    74.4   133.4   146.8   212.7   244.5   262.9   275.4   292.6   315.0   353.8   442.3   761.7  3208.3  29997.9    30000  1778858115965  1778858126053
read      223.0   103.4    80.4   131.2   143.3   206.7   240.0   260.3   274.9   293.5   316.8   355.9   448.2  1236.0  3232.1  30001.1    30005  1778858127567  1778858137641
read      224.6    94.7    80.4   130.0   143.0   211.5   245.7   265.6   279.5   295.9   317.6   353.4   434.5   853.6  3268.7  29871.2    30010  1778858139154  1778858149214
read      215.4    83.6    80.4   128.3   139.8   201.6   233.7   253.0   267.5   284.5   306.1   339.8   421.8   689.5  2912.5  29983.3    30015  1778858150727  1778858160785
read      227.9    93.9    80.4   133.0   145.8   213.8   248.5   268.9   283.9   301.4   323.9   362.1   440.5   869.1  3233.5  29930.8    30020  1778858162298  1778858172355
read      233.5   109.5    80.4   133.6   147.0   219.1   254.6   275.4   290.9   309.1   333.0   370.5   457.3  1046.4  3897.2  29988.3    30025  1778858173867  1778858183926
read      228.1    98.3    80.4   133.2   146.3   213.9   247.8   268.3   283.4   300.9   323.7   362.1   436.8  1072.9  3187.2  30007.4    30030  1778858185438  1778858195494
read      230.4   102.6    74.4   134.0   147.6   217.8   250.8   270.1   284.6   301.6   323.5   360.4   434.1   959.9  3794.1  30041.7    30035  1778858197007  1778858207062
read      221.8    86.4    74.4   132.4   145.9   211.4   241.3   258.6   271.0   286.5   306.7   340.3   421.0   727.2  3143.8  30060.1    30040  1778858208574  1778858218634
read      220.8    82.4    80.4   135.3   148.8   211.6   239.5   255.6   267.6   281.6   299.6   331.7   409.8   625.4  3111.1  30079.4    30045  1778858220149  1778858230205
read      222.4   155.2    74.4   131.5   143.7   203.9   232.1   248.6   260.9   274.9   294.8   329.4   468.6  2429.7  5036.7  30077.7    30050  1778858231722  1778858241777
read      220.5    87.6    80.4   133.1   146.3   210.8   239.5   255.9   268.1   282.4   301.2   334.2   413.3   677.4  3242.4  29881.0    30055  1778858243289  1778858253345
read      225.9    84.9    68.9   135.0   148.7   214.8   245.0   262.8   275.1   291.9   314.0   351.1   437.7   738.9  2499.2  30051.3    30060  1778858254859  1778858264928
read      268.7   110.9    80.4   152.1   169.0   253.9   291.8   314.4   331.9   352.9   381.1   426.5   540.4  1071.0  3812.2  30021.6    30065  1778858266441  1778858276496
read      259.3   118.6    80.4   146.2   162.4   243.8   280.2   301.7   318.3   339.5   367.3   411.4   527.4  1478.9  3935.1  30072.4    30070  1778858278008  1778858288064
read      269.1   119.0    80.4   148.2   165.5   252.5   292.0   315.5   334.1   356.9   386.5   432.1   545.6  1389.9  3579.1  30101.3    30075  1778858289575  1778858299630
read      268.2   122.1    80.4   149.4   165.9   251.3   290.9   314.5   333.1   355.8   386.0   432.2   543.2  1398.8  3883.1  30126.2    30080  1778858301143  1778858311200
read      255.8   110.5    80.4   145.1   160.8   239.6   276.3   297.9   315.5   337.1   365.6   410.4   530.1  1230.1  3230.9  30043.3    30085  1778858312713  1778858322767
read      264.1   105.3    80.4   151.2   167.7   249.7   286.5   308.1   324.0   344.4   371.6   416.3   530.7  1173.3  3359.9  30096.1    30090  1778858324278  1778858334332
read      325.3   407.4    80.4   146.9   164.4   252.8   294.4   321.9   344.9   376.0   427.2   568.9  1948.4  5608.5  7555.1  30157.0    30095  1778858335846  1778858345900
