#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      214.9    82.1    74.4   129.7   141.9   201.7   232.8   251.3   265.0   280.8   301.6   335.4   416.6   709.6  2476.9  29871.3    30000  1778865391610  1778865401696
read      213.4    93.4    80.4   128.8   139.9   197.4   229.6   249.4   264.3   281.7   304.3   339.5   422.1   853.0  3331.4  30011.1    30005  1778865403208  1778865413282
read      217.7    88.6    74.4   130.0   141.6   202.1   235.2   255.9   271.1   289.1   311.7   346.0   426.7   741.8  3084.4  30023.8    30010  1778865414795  1778865424852
read      221.4    90.7    80.4   132.3   144.9   207.4   239.9   259.9   273.9   291.2   312.7   344.6   422.4   796.6  3122.2  30027.2    30015  1778865426363  1778865436419
read      221.6    83.6    74.4   132.2   144.1   205.9   240.0   261.1   276.1   294.8   317.8   355.4   433.9   675.1  2737.0  29997.0    30020  1778865437931  1778865447987
read      224.7    87.4    80.4   132.9   145.7   210.1   244.4   265.1   280.0   297.4   320.0   357.5   435.2   733.3  2930.8  30073.3    30025  1778865449498  1778865459564
read      223.7    90.3    74.4   133.7   146.0   208.9   242.3   262.9   277.4   295.0   317.5   354.5   434.6   719.8  3275.3  30000.3    30030  1778865461077  1778865471133
read      220.6    83.3    80.4   131.9   143.9   205.9   238.9   259.4   273.9   292.2   315.2   352.1   429.9   624.4  2820.9  30100.5    30035  1778865472646  1778865482701
read      222.0    86.1    74.4   133.8   146.8   209.1   239.9   258.7   272.4   289.4   311.2   345.3   428.8   689.5  2914.8  30054.4    30040  1778865484215  1778865494272
read      215.8    80.4    74.4   132.2   144.9   204.2   232.6   249.6   262.4   277.1   297.4   331.5   412.7   617.4  2879.0  30105.9    30045  1778865495784  1778865505841
read      218.5   148.6    74.4   131.9   144.3   201.1   228.3   244.2   255.7   270.6   290.5   322.6   434.9  2379.1  5013.3  30007.1    30050  1778865507354  1778865517410
read      219.5    78.4    74.4   135.2   148.5   208.8   237.2   254.4   267.2   282.0   301.3   333.4   407.9   622.6  2747.3  30043.2    30055  1778865518922  1778865528979
read      221.8    83.4    80.4   134.3   147.7   210.1   240.0   257.6   270.6   286.7   307.8   341.9   427.3   684.7  2880.2  30075.4    30060  1778865530494  1778865540551
read      220.9    83.3    80.4   138.6   150.9   209.3   236.7   253.5   266.5   281.6   301.9   334.6   413.5   883.9  2950.1  30115.4    30065  1778865542065  1778865552121
read      215.8    90.9    80.4   134.3   146.9   204.2   231.7   247.9   260.0   274.2   294.3   326.1   405.2   758.4  3828.8  30051.7    30070  1778865553632  1778865563689
read      215.8    83.1    80.4   134.2   146.6   204.1   231.7   248.3   260.6   274.8   295.1   327.6   408.5   814.4  2894.9  30060.4    30075  1778865565203  1778865575259
read      215.2    81.8    80.4   133.9   146.5   203.4   231.2   247.8   260.3   274.9   295.3   327.2   402.6   725.4  2698.0  30135.7    30080  1778865576775  1778865586831
read      222.7    81.1    74.4   138.0   150.8   211.7   241.0   258.5   271.1   286.7   306.9   339.0   416.4   587.1  2505.1  30110.7    30085  1778865588341  1778865598396
read      219.0    89.6    80.4   134.4   147.2   206.3   235.2   253.0   266.4   282.2   303.3   337.5   420.7   733.6  3176.2  30103.3    30090  1778865599909  1778865609966
