#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      236.2   146.4    74.4   132.8   146.6   214.8   245.8   264.5   278.0   295.3   319.9   369.6   728.5  1930.9  4770.4  29935.9    30000  1778863059007  1778863069093
read      225.6   105.4    80.4   132.3   145.0   210.8   243.6   263.2   277.0   293.9   316.0   352.1   454.5  1254.3  3219.5  29951.4    30005  1778863070605  1778863080675
read      221.3    84.1    80.4   129.8   142.5   209.4   241.7   261.1   274.6   291.6   313.1   345.2   418.8   789.2  2503.5  29983.5    30010  1778863082187  1778863092242
read      224.6    88.4    74.4   131.0   143.8   211.3   245.3   265.8   280.4   297.3   320.2   356.6   432.6   708.1  3054.3  29941.9    30015  1778863093754  1778863103808
read      218.2    87.4    74.4   128.8   140.9   204.7   237.4   256.9   271.1   288.3   310.7   345.1   426.0   648.7  2762.6  30082.3    30020  1778863105319  1778863115375
read      215.5    86.6    74.4   127.8   139.7   202.1   234.3   253.9   268.4   285.1   306.6   340.5   411.3   664.0  2805.9  29957.0    30025  1778863116886  1778863126943
read      222.0    87.9    74.4   130.9   143.2   208.2   241.6   261.9   276.1   293.6   316.5   352.4   430.7   667.4  3114.2  29942.5    30030  1778863128453  1778863138511
read      213.6    79.4    80.4   128.3   140.0   200.4   232.4   251.6   265.8   282.2   303.0   336.7   403.6   567.0  2633.1  30034.1    30035  1778863140024  1778863150078
read      222.8    80.1    74.4   136.0   149.5   213.4   242.3   258.8   270.6   285.2   303.8   335.4   410.8   668.0  2989.1  30133.5    30040  1778863151590  1778863161645
read      229.5    82.5    80.4   140.5   154.9   221.5   249.7   265.8   276.8   290.8   309.1   339.0   413.4   671.8  3016.5  30006.1    30045  1778863163158  1778863173212
read      216.3   135.2    80.4   130.7   142.8   201.6   229.3   245.0   256.1   270.0   288.5   318.7   418.5  1938.7  4720.6  29921.5    30050  1778863174724  1778863184780
read      219.8    79.8    80.4   136.2   149.3   211.3   238.1   253.6   265.4   278.4   295.8   326.0   401.0   718.8  2750.2  30016.4    30055  1778863186289  1778863196344
read      221.6    89.0    74.4   131.4   145.0   210.9   240.8   258.3   270.7   286.0   306.1   340.6   428.6   744.7  2769.3  30035.1    30060  1778863197855  1778863207913
read      218.7    90.7    80.4   134.4   147.0   208.4   236.2   252.7   264.7   277.9   295.8   326.9   409.4   827.8  3540.7  30031.5    30065  1778863209426  1778863219483
read      214.5    86.8    80.4   133.8   146.0   204.8   231.3   246.9   258.1   271.5   289.3   317.5   396.5   783.7  3383.8  30205.9    30070  1778863220995  1778863231049
read      215.0    94.8    80.4   133.0   145.2   205.2   232.1   247.8   258.9   271.7   289.4   317.2   397.5   915.3  3530.3  30007.9    30075  1778863232562  1778863242619
read      222.5    87.1    80.4   137.1   150.0   212.4   240.2   256.3   268.5   282.8   301.0   333.2   417.7   958.4  3158.4  30082.8    30080  1778863244131  1778863254184
read      224.5    85.0    80.4   138.5   150.8   214.3   243.5   260.3   272.2   287.3   306.8   339.6   419.7   692.7  3131.6  30042.2    30085  1778863255695  1778863265751
read      224.2    83.5    74.4   135.9   149.6   215.9   245.2   261.6   272.9   287.1   305.0   335.3   404.6   623.2  2989.2  30113.2    30090  1778863267264  1778863277319
