#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      222.6    85.7    80.4   138.1   150.4   209.2   238.8   257.8   271.9   289.1   310.7   344.0   421.3   649.3  3059.2  30005.9    30000  1778865949399  1778865959486
read      229.2    90.7    80.4   137.4   150.3   214.7   248.9   269.8   285.2   303.2   325.9   361.6   430.7   696.4  2737.3  29972.5    30005  1778865960999  1778865971073
read      229.3    94.9    74.4   138.5   150.7   213.3   247.9   269.6   285.6   304.2   327.5   364.5   433.7   710.4  3059.5  30049.8    30010  1778865972585  1778865982638
read      228.4    82.4    80.4   138.4   150.9   213.7   247.6   268.7   284.3   302.6   325.2   360.8   430.7   619.8  2430.6  29980.5    30015  1778865984150  1778865994205
read      227.9    84.1    80.4   137.6   149.7   212.2   246.8   268.4   284.4   303.1   326.5   364.1   435.5   719.4  2738.3  29958.6    30020  1778865995718  1778866005774
read      226.9    89.0    80.4   138.6   150.8   211.6   244.6   265.4   280.8   299.3   321.8   358.1   428.7   704.8  2983.5  30166.7    30025  1778866007287  1778866017341
read      225.7    83.6    80.4   137.9   150.0   210.1   242.9   264.1   279.5   298.3   322.0   359.5   430.2   670.7  2650.1  30073.0    30030  1778866018852  1778866028926
read      217.1    81.6    80.4   133.6   145.5   202.8   233.2   252.4   267.5   285.5   308.1   341.0   410.0   549.0  2882.3  29989.5    30035  1778866030437  1778866040493
read      223.0    83.3    74.4   140.0   152.6   211.5   239.6   256.6   269.3   284.9   305.3   337.0   410.2   808.8  3008.1  30101.3    30040  1778866042005  1778866052059
read      219.6    93.3    80.4   139.3   151.5   207.8   234.4   251.2   263.6   277.8   296.9   328.4   399.3   998.1  3573.6  30110.3    30045  1778866053571  1778866063627
read      216.4   105.1    80.4   137.5   149.5   203.8   229.4   244.9   256.4   270.9   289.7   318.4   398.3  1501.9  4446.4  30048.6    30050  1778866065140  1778866075193
read      217.3    79.9    74.4   136.0   148.4   205.3   232.8   250.4   263.9   279.7   300.4   332.8   406.2   577.9  3031.8  30044.7    30055  1778866076706  1778866086761
read      223.0    84.8    74.4   135.2   148.4   210.7   241.1   260.2   274.0   291.3   313.0   344.4   417.3   623.5  2875.7  30056.4    30060  1778866088273  1778866098329
read      222.9    96.2    80.4   140.5   153.0   210.9   237.9   254.5   267.5   282.6   302.6   333.9   405.3  1164.0  3375.7  30005.4    30065  1778866099840  1778866109895
read      217.8    86.6    80.4   138.7   150.7   206.3   232.6   249.1   261.6   276.2   295.9   326.4   397.9   829.8  3375.0  30081.8    30070  1778866111407  1778866121461
read      220.1    81.4    74.4   137.7   150.1   208.9   236.2   253.9   267.2   282.7   303.0   334.6   403.5   606.5  2828.3  30191.6    30075  1778866122972  1778866133028
read      223.1    78.2    74.4   141.0   153.8   212.2   239.1   255.7   268.8   284.0   303.4   334.7   407.6   783.0  2530.0  30070.0    30080  1778866134541  1778866144597
read      223.6    76.2    80.4   141.6   154.2   213.0   240.9   258.5   271.4   287.1   306.7   335.9   398.4   538.6  2741.4  30156.3    30085  1778866146111  1778866156166
read      223.6    79.9    80.4   140.3   152.9   213.3   241.5   258.7   271.5   287.0   306.3   335.7   400.4   548.5  2856.9  30064.6    30090  1778866157679  1778866167735
