#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      228.2    81.3    80.4   137.5   151.0   217.4   247.5   265.2   277.8   294.7   317.1   352.2   428.6   700.4  2612.0  29975.6    30000  1778860692398  1778860702484
read      233.4   110.0    74.4   135.1   149.1   219.4   253.3   273.3   289.4   308.3   331.5   365.8   439.9  1010.5  4940.6  29967.1    30005  1778860703997  1778860714068
read      228.4   111.0    80.4   134.6   147.4   213.2   247.0   267.3   282.5   301.5   326.1   363.1   435.7   931.0  5671.7  29910.4    30010  1778860715582  1778860725636
read      224.9    92.3    74.4   131.8   144.8   211.0   244.4   264.4   278.8   297.2   321.0   358.3   435.9   721.1  3305.8  30006.9    30015  1778860727150  1778860737206
read      225.6    84.8    74.4   133.5   146.7   212.7   245.3   265.3   279.9   297.6   320.6   356.1   425.0   628.0  2898.4  29958.1    30020  1778860738718  1778860748772
read      231.0    96.9    74.4   134.3   148.2   217.6   251.8   271.8   287.8   306.7   330.1   364.3   432.8   715.6  3349.1  30025.6    30025  1778860750285  1778860760339
read      223.1    90.5    74.4   132.2   144.9   209.4   241.9   261.7   275.5   294.1   317.4   352.2   425.9   687.5  2859.0  30033.4    30030  1778860761851  1778860771906
read      221.9    84.9    80.4   131.2   144.4   209.3   240.6   259.5   273.0   290.9   313.8   347.8   425.2   701.4  2911.5  30099.4    30035  1778860773417  1778860783472
read      221.5    79.9    74.4   136.3   149.8   211.6   238.5   254.1   266.4   280.8   301.2   336.8   420.2   731.9  2809.7  30129.6    30040  1778860784984  1778860795038
read      222.1    94.0    74.4   132.6   146.0   208.7   236.5   253.5   266.7   282.9   307.6   352.9   467.5   881.1  3108.8  30030.9    30045  1778860796553  1778860806608
read      234.4   192.5    80.4   132.9   145.6   208.1   236.4   254.1   268.4   287.0   316.1   381.6   679.0  2964.6  6291.2  30167.8    30050  1778860808123  1778860818179
read      232.3   108.2    80.4   133.4   146.8   213.3   244.7   263.8   278.2   298.1   330.1   390.3   562.7  1358.1  2834.3  30003.9    30055  1778860819693  1778860829749
read      236.5   116.0    74.4   137.9   151.1   218.7   250.9   270.0   285.3   304.9   333.5   384.8   535.9  1342.9  3478.5  30091.5    30060  1778860831265  1778860841319
read      216.0   102.0    80.4   129.9   142.2   202.0   229.5   245.4   257.2   272.3   295.0   341.0   476.7  1019.4  3627.3  30066.4    30065  1778860842834  1778860852888
read      217.0   100.2    80.4   129.3   140.8   199.8   228.7   245.7   258.6   274.6   300.9   355.9   515.0  1114.5  3488.6  30066.2    30070  1778860854403  1778860864457
read      228.3   125.9    74.4   133.2   146.8   211.7   241.1   258.7   271.9   289.8   316.1   366.5   508.0  1580.5  4887.3  30089.6    30075  1778860865974  1778860876031
read      223.7    83.9    80.4   136.3   149.6   212.2   240.2   256.6   269.0   284.6   307.1   345.9   450.5   762.6  2894.9  30178.5    30080  1778860877544  1778860887600
read      233.7    85.5    80.4   138.0   152.4   223.4   254.5   271.8   285.3   301.1   322.9   361.7   454.7   659.7  2937.1  30014.4    30085  1778860889113  1778860899167
read      229.2    82.1    74.4   137.2   150.8   219.0   249.1   266.4   278.8   294.8   317.5   354.8   442.4   673.7  2471.4  29980.7    30090  1778860900679  1778860910736
