#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      221.3    96.3    80.4   131.0   143.8   208.9   240.1   258.5   271.7   288.1   309.7   344.6   428.8   811.4  3893.3  29955.6    30000  1778863331998  1778863342082
read      225.7    95.5    80.4   132.1   144.3   209.6   244.7   266.1   281.7   299.8   324.3   364.4   450.3   860.1  3135.1  30055.1    30005  1778863343593  1778863353662
read      227.9   126.2    74.4   132.3   144.4   209.0   243.5   264.7   280.0   298.0   323.1   364.4   460.8  2086.8  3947.8  30079.7    30010  1778863355175  1778863365231
read      221.6    93.1    74.4   129.8   142.0   207.2   240.8   261.6   275.9   293.6   316.5   353.2   431.8   769.9  3396.7  30002.4    30015  1778863366744  1778863376797
read      226.1    95.2    80.4   132.3   144.9   210.5   245.7   266.8   282.0   299.9   324.0   363.7   442.9   827.2  3467.8  29974.5    30020  1778863378307  1778863388362
read      222.2    90.0    80.4   131.2   143.7   208.3   241.7   261.9   275.8   293.2   315.5   351.0   427.6   703.9  3139.3  30042.0    30025  1778863389874  1778863399929
read      224.7    92.7    80.4   131.0   143.6   210.8   244.7   265.0   279.7   296.9   319.5   357.1   435.4   775.1  3111.5  30032.0    30030  1778863401441  1778863411495
read      222.7    95.4    74.4   130.7   143.1   207.5   240.8   261.5   275.9   293.7   317.1   355.8   435.2  1050.7  3141.3  30037.8    30035  1778863413006  1778863423063
read      222.1    83.9    74.4   136.3   148.9   211.6   241.2   258.2   270.4   285.2   304.3   337.1   415.6   730.5  3357.5  30092.8    30040  1778863424575  1778863434628
read      217.1    84.9    80.4   132.6   145.2   206.2   234.1   250.8   263.3   277.4   296.2   329.7   413.4   908.5  2823.7  30051.1    30045  1778863436139  1778863446193
read      216.3   143.1    80.4   131.6   143.5   201.2   228.3   243.9   255.2   269.5   288.1   317.9   414.2  2127.1  5107.5  29925.6    30050  1778863447706  1778863457761
read      214.1    84.8    80.4   134.3   146.6   204.9   231.2   246.4   257.5   271.0   289.2   317.2   389.1   621.9  3792.4  29959.2    30055  1778863459272  1778863469327
read      223.4    81.7    74.4   133.2   147.1   213.7   243.8   261.0   273.1   288.5   308.4   341.2   421.6   639.3  2606.0  30021.7    30060  1778863470840  1778863480893
read      216.1    76.3    80.4   134.9   147.4   206.5   233.9   250.1   261.9   274.8   293.0   320.7   395.2   685.6  2849.1  30127.0    30065  1778863482404  1778863492462
read      214.1    86.4    74.4   132.0   144.3   204.2   231.6   247.0   257.9   271.0   288.9   317.8   403.2   935.1  3167.1  30077.9    30070  1778863493972  1778863504026
read      212.7    90.3    74.4   131.1   143.3   202.2   229.5   245.1   256.3   270.2   288.2   317.2   399.4   901.0  3419.5  30031.6    30075  1778863505539  1778863515595
read      213.8    95.8    80.4   133.9   145.7   203.2   230.4   246.0   257.3   271.0   288.9   316.8   397.9   821.9  3629.3  30015.0    30080  1778863517108  1778863527165
read      217.3    77.1    74.4   131.0   144.3   208.3   237.1   253.8   266.1   279.9   297.3   326.9   401.6   593.8  2552.5  30139.5    30085  1778863528678  1778863538734
read      241.8   134.9    74.4   132.3   146.2   217.3   250.2   270.3   286.1   306.6   339.9   420.0   750.2  1512.7  4042.6  30192.1    30090  1778863540246  1778863550301
