#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      271.9   115.4   101.3   171.6   187.7   255.1   288.1   308.7   324.2   344.2   370.5   411.1   535.8  1061.3  4260.3  30152.9    30115  1778070853542  1778070863649
read      279.1   102.6   101.3   178.4   195.4   267.0   297.7   316.4   330.8   347.1   371.2   408.9   503.9  1210.7  3752.5  30188.5    30120  1778070865165  1778070875269
read      278.7   137.4   101.3   176.7   192.8   263.1   294.8   314.5   329.6   347.5   373.6   418.4   524.8  1632.4  5635.5  30132.6    30125  1778070876785  1778070886892
read      262.8   133.0   109.4   172.2   187.6   249.2   274.0   288.9   298.9   312.9   331.3   365.4   527.5  1954.9  4922.7  30145.9    30130  1778070888408  1778070898508
read      275.5   104.5   109.4   175.2   191.6   261.3   291.5   310.2   324.0   342.8   369.8   418.3   539.0   997.1  3695.0  30074.9    30135  1778070900023  1778070910128
read      290.8   117.9   109.4   178.5   196.9   274.9   311.4   333.2   349.2   370.1   397.8   442.3   556.3  1185.9  4098.1  30186.0    30140  1778070911645  1778070921750
read      292.6   113.0   101.3   180.1   199.1   279.7   315.1   336.0   351.2   370.3   395.8   434.6   535.6  1274.9  4015.5  30163.9    30145  1778070923266  1778070933372
read      266.7   103.7   109.4   178.3   193.4   255.4   281.1   295.7   308.1   321.1   342.2   379.1   504.3  1050.2  4148.6  30108.4    30150  1778070934887  1778070944990
read      262.4   104.4   101.3   177.6   192.8   253.1   277.2   291.8   302.5   315.7   334.3   365.9   460.3  1057.8  4005.4  30193.9    30155  1778070946505  1778070956610
read      266.1    84.7   109.4   177.4   193.3   257.2   282.7   296.6   308.6   320.8   341.0   374.0   486.9   807.7  3287.7  30141.1    30160  1778070958127  1778070968234
read      268.1    98.9   109.4   180.0   195.5   258.0   283.2   297.1   309.2   321.7   342.0   376.3   494.0   998.8  3978.9  30072.2    30165  1778070969750  1778070979855
read      278.0   102.2   101.3   180.9   197.5   265.7   295.0   313.1   326.4   343.1   367.2   405.1   506.8   990.6  4011.6  30188.1    30170  1778070981372  1778070991479
read      279.4   106.3   101.3   182.0   198.0   267.5   296.9   315.0   328.5   344.5   368.9   407.2   514.2   889.9  4104.1  30203.0    30175  1778070992995  1778071003098
read      293.1   108.4   101.3   187.9   204.6   281.4   314.4   334.0   347.7   366.8   391.3   430.2   527.2   902.7  4214.2  30122.2    30180  1778071004614  1778071014720
read      290.7   106.0   101.3   181.2   199.3   278.0   312.7   333.1   347.6   367.6   393.2   433.0   536.3   889.5  3942.8  30262.0    30185  1778071016238  1778071026341
read      283.7   101.4   109.4   179.5   196.8   273.1   305.7   323.7   338.1   355.2   377.9   415.6   506.1   792.8  4062.7  30207.8    30190  1778071027857  1778071037966
read      289.7   102.6   101.3   184.7   202.0   277.9   310.9   330.2   344.1   363.0   387.4   427.0   526.7   932.4  3555.6  30140.8    30195  1778071039483  1778071049590
read      289.3   104.6   101.3   180.2   200.4   279.4   312.4   331.4   344.8   363.1   386.3   423.7   508.0   758.1  4165.0  30280.2    30200  1778071051106  1778071061209
read      282.0   107.9    93.8   178.0   197.0   271.2   302.1   319.6   334.0   350.1   373.3   411.3   504.2   890.3  4313.9  30353.2    30205  1778071062725  1778071072829
read      283.9    93.6   101.3   179.3   197.5   273.4   305.4   323.4   338.0   355.4   378.2   416.3   508.1   894.6  3017.6  30274.0    30210  1778071074346  1778071084454
read      284.1   103.2   101.3   175.8   194.2   272.7   306.4   325.5   340.1   358.2   381.7   420.5   513.6   887.6  3874.2  30198.1    30215  1778071085971  1778071096078
read      286.0   100.3   101.3   181.9   199.8   274.6   306.9   325.2   339.4   357.0   380.0   418.5   515.1   972.0  3432.6  30250.4    30220  1778071097597  1778071107702
read      280.7    97.9   101.3   172.6   191.3   269.9   302.7   321.0   336.3   354.0   377.4   417.3   514.1   849.3  3640.2  30324.3    30225  1778071109218  1778071119323
read      288.7   108.2   101.3   179.9   198.7   277.7   311.2   330.5   344.4   363.3   387.3   425.6   516.2   867.1  4387.3  30308.4    30230  1778071120840  1778071130948
read      288.4    94.9   101.3   184.1   202.9   278.4   310.3   328.6   342.3   360.2   383.1   420.3   505.6   805.8  3444.3  30256.1    30235  1778071132467  1778071142571
read      296.8   103.7   101.3   186.4   205.5   284.9   318.4   338.9   354.1   372.5   397.9   436.9   542.1   873.0  3915.8  30133.2    30240  1778071144087  1778071154194
read      293.0   102.0   101.3   185.5   204.3   282.8   315.3   334.5   347.8   366.4   390.0   426.7   516.7   886.2  3643.7  30239.2    30245  1778071155710  1778071165814
read      289.7   106.4   109.4   182.7   200.6   277.3   311.1   331.0   345.4   365.0   390.2   429.6   531.3   808.8  4139.1  30307.9    30250  1778071167330  1778071177440
read      292.3   101.3   101.3   188.5   206.1   282.4   314.1   332.6   345.5   363.6   386.4   422.8   507.8   794.9  3982.8  30238.2    30255  1778071178954  1778071189067
read      286.9   106.7   101.3   184.0   201.4   275.1   307.3   325.6   339.8   357.6   381.1   420.5   510.6   930.1  4317.6  30182.7    30260  1778071190582  1778071200687
