#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      291.3   103.2    93.8   180.6   201.3   280.6   313.8   333.4   347.0   366.1   390.2   428.2   520.7   982.9  3769.1  30031.6    30000  1778070586119  1778070596275
read      352.8   144.9   109.4   210.9   233.5   331.8   375.7   402.3   423.8   449.9   487.6   558.6   722.6  1679.5  4628.0  30099.6    30005  1778070597791  1778070607931
read      336.9   142.9   109.4   203.2   225.1   319.7   360.9   385.0   402.3   426.0   457.6   513.0   662.9  1742.6  4989.3  29942.4    30010  1778070609451  1778070619562
read      343.2   133.1   109.4   207.4   228.9   323.8   366.1   391.6   410.6   434.8   468.8   535.7   695.4  1510.3  4255.9  29946.3    30015  1778070621079  1778070631188
read      329.4   138.8   101.3   196.3   218.5   312.6   353.4   377.7   396.5   420.1   452.7   508.9   657.3  1187.2  4838.1  30063.4    30020  1778070632705  1778070642813
read      330.1   133.8   109.4   200.0   219.9   310.9   351.5   376.1   395.6   419.8   454.1   517.2   680.8  1443.8  4137.8  29953.0    30025  1778070644330  1778070654433
read      346.9   140.2   101.3   202.6   224.5   325.1   370.1   397.4   418.8   445.5   485.2   562.9   745.6  1302.8  4305.6  30010.5    30030  1778070655949  1778070666058
read      337.3   132.7   109.4   201.0   220.8   316.3   360.8   387.9   407.9   433.9   470.2   540.7   697.5  1255.5  4179.5  30029.1    30035  1778070667576  1778070677679
read      315.4   127.5   101.3   188.5   208.8   297.4   336.9   360.7   378.3   400.4   432.1   490.5   659.0  1431.9  4124.2  29930.5    30040  1778070679196  1778070689302
read      303.6   118.9   101.3   188.3   208.1   291.1   326.5   346.4   363.0   381.9   405.7   448.5   552.8  1154.6  4325.2  30091.8    30045  1778070690817  1778070700921
read      294.4   113.5    93.8   180.7   199.9   282.4   317.1   337.8   353.0   371.4   397.1   436.8   542.4  1015.7  4367.6  30094.2    30050  1778070702440  1778070712545
read      299.7   112.2   101.3   187.6   206.2   288.3   322.6   342.6   358.1   375.3   399.7   437.6   541.6  1125.9  4250.6  30107.4    30055  1778070714061  1778070724167
read      290.0   101.3   109.4   187.0   203.9   277.9   310.8   330.0   344.2   363.4   388.2   427.6   519.8   780.4  3477.6  30101.8    30060  1778070725684  1778070735789
read      292.2   101.8   101.3   182.0   200.5   279.2   314.0   334.8   349.8   369.7   396.1   436.9   543.0   949.2  3183.8  30031.8    30065  1778070737304  1778070747414
read      300.1   115.7   109.4   191.4   208.8   286.9   320.7   341.6   357.5   375.6   400.5   439.9   540.6  1101.5  4355.3  29969.1    30070  1778070748929  1778070759031
read      300.7   107.1   101.3   192.0   209.6   287.5   321.2   342.1   358.2   376.7   402.0   443.7   552.5   937.3  3694.7  30156.2    30075  1778070760546  1778070770655
read      293.1   105.9   101.3   187.3   204.0   279.1   313.1   333.6   348.4   368.6   394.6   435.1   545.9  1023.0  3976.0  30119.2    30080  1778070772170  1778070782274
read      264.5    99.1   109.4   167.7   184.3   249.9   280.0   298.9   314.4   333.3   358.3   397.2   507.4  1029.5  3608.7  30155.0    30085  1778070783793  1778070793907
read      260.9   111.6   101.3   165.6   181.4   246.0   275.7   294.8   309.7   327.4   351.0   389.7   491.5  1313.7  4162.7  30124.7    30090  1778070795422  1778070805527
read      262.3    92.1   101.3   168.6   184.2   249.3   278.8   296.7   311.7   329.2   352.4   390.1   481.6   858.7  3157.8  30174.5    30095  1778070807042  1778070817153
read      267.1   106.4   101.3   168.1   183.3   250.1   283.6   304.3   319.6   339.1   365.0   406.1   543.6  1015.5  4167.8  30159.4    30100  1778070818669  1778070828774
read      265.3    99.2   101.3   168.1   183.9   249.8   281.9   301.9   317.2   336.7   362.2   401.0   512.0   922.2  3313.2  30120.7    30105  1778070830290  1778070840402
read      279.1   105.5   109.4   177.4   193.7   263.8   296.5   317.3   333.5   352.5   378.4   419.1   536.0   943.0  3866.1  30133.3    30110  1778070841918  1778070852026
