#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      274.0   135.5   101.3   160.6   175.8   251.2   285.6   306.6   322.3   344.2   378.3   453.2   697.6  1731.6  3899.2  30001.3    30000  1778761432758  1778761442969
read      259.2   142.9    86.8   142.3   155.6   233.8   274.9   298.9   317.6   341.5   375.9   447.7   658.9  1703.5  4342.0  30018.6    30005  1778761444486  1778761454614
read      261.1   152.4    93.8   143.6   156.3   232.7   273.3   297.1   316.1   341.0   378.7   457.4   720.5  1880.8  5042.8  30043.9    30010  1778761456129  1778761466227
read      269.0   166.8    93.8   144.1   157.7   236.0   277.7   303.6   323.7   351.7   396.5   487.6   779.8  2159.5  4873.8  30060.6    30015  1778761467748  1778761477854
read      262.0   157.1    93.8   145.5   157.9   232.1   271.8   295.8   315.4   340.8   379.8   462.7   722.0  2231.2  4348.5  29949.3    30020  1778761479372  1778761489475
read      288.1   199.4    93.8   146.4   160.0   243.6   289.6   318.9   343.8   380.1   440.9   567.8   988.9  2476.7  4877.7  29954.1    30025  1778761490991  1778761501094
read      283.0   221.2    93.8   142.8   157.0   241.0   286.7   314.6   336.9   367.1   417.6   523.8   986.1  2936.3  6486.3  29902.7    30030  1778761502612  1778761512717
read      279.3   193.4    93.8   144.9   158.7   243.3   288.3   316.0   338.4   368.1   414.8   509.6   857.3  2216.6  6457.2  30040.8    30035  1778761514236  1778761524338
read      280.0   183.4    93.8   146.4   160.7   242.8   287.0   314.6   337.2   368.4   420.3   524.7   858.5  2225.1  5128.0  30037.0    30040  1778761525853  1778761535956
read      261.4   138.9    93.8   142.6   155.6   235.0   277.1   302.4   321.3   346.5   386.3   463.1   671.0  1453.1  4195.2  30068.3    30045  1778761537473  1778761547577
read      256.4   148.3    93.8   144.8   157.3   229.4   268.5   291.7   310.0   333.6   368.8   442.2   670.6  1819.7  5227.7  30076.7    30050  1778761549092  1778761559195
read      293.6   220.2    93.8   148.5   163.9   250.2   293.7   320.7   344.2   377.9   434.5   549.0  1038.7  3038.5  5223.4  30009.7    30055  1778761560711  1778761570814
read      394.1   276.8    93.8   167.4   190.2   326.9   408.8   464.0   507.7   570.0   664.6   823.0  1301.6  3190.5  6459.5  30125.9    30060  1778761572331  1778761582433
read      404.9   277.2    93.8   166.4   187.3   330.2   434.3   499.9   551.2   623.4   714.3   854.2  1213.3  3175.1  6124.4  30036.1    30065  1778761583946  1778761594055
read      376.6   252.7    93.8   161.0   179.9   306.0   400.6   463.8   512.3   574.7   659.3   790.6  1122.3  3016.0  5262.3  30076.4    30070  1778761595578  1778761605683
read      380.0   274.1    86.8   154.0   172.7   293.7   396.3   467.9   523.3   594.7   694.3   855.5  1259.3  2814.8  6001.2  30065.7    30075  1778761607198  1778761617300
read      538.6   518.1    93.8   170.2   191.1   367.3   537.0   657.6   754.0   882.4  1072.4  1406.3  2390.4  6190.0  7501.9  30046.4    30080  1778761618815  1778761628925
read      243.8   118.9   101.3   151.6   164.4   228.2   257.6   274.4   288.1   304.3   327.5   372.7   516.3  1337.0  4146.9  30149.8    30085  1778761630442  1778761640542
read      247.9   120.7    93.8   150.5   164.4   231.0   261.4   278.9   292.5   310.1   335.4   385.2   549.0  1434.3  4368.9  30132.8    30090  1778761642058  1778761652161
read      256.7   158.4    93.8   149.1   162.8   231.8   264.8   284.3   298.8   319.5   352.0   426.2   678.1  2237.2  5977.0  30050.0    30095  1778761653676  1778761663780
read      255.9   127.6    86.8   143.2   160.0   239.0   273.9   294.5   310.4   330.0   359.5   416.1   572.9  1078.5  4445.7  30174.6    30100  1778761665295  1778761675400
read      274.8   146.2    86.8   152.8   169.7   249.2   286.0   308.1   325.2   348.7   389.2   471.1   747.3  1879.8  4149.5  30132.0    30105  1778761676916  1778761687018
read      264.2   138.6    80.4   149.7   164.3   237.4   272.0   293.4   311.1   335.0   373.5   469.3   743.1  1591.0  3734.5  30143.7    30110  1778761688534  1778761698634
read      302.3   250.3    86.8   148.8   163.5   242.3   284.0   314.3   344.0   394.7   483.8   660.7  1252.5  2810.7  6699.9  30076.1    30115  1778761700150  1778761710252
read      280.3   183.0    86.8   150.3   164.8   239.2   276.6   301.4   322.2   356.8   419.7   547.9   934.9  2213.7  4314.8  30056.1    30120  1778761711768  1778761721870
read      268.6   148.0    93.8   152.9   167.7   240.3   274.8   296.1   313.9   338.0   377.8   472.8   772.6  1817.2  4023.5  30151.0    30125  1778761723388  1778761733492
read      262.3   154.3    93.8   151.0   165.5   236.8   270.6   290.6   306.5   327.1   361.4   439.0   721.3  2024.2  4370.9  30053.0    30130  1778761735009  1778761745110
read      276.0   131.1    93.8   166.4   182.5   257.5   291.1   311.2   326.5   345.8   374.4   434.4   602.2  1749.2  4617.4  30123.4    30135  1778761746624  1778761756727
read      265.1   131.8    86.8   149.0   166.1   246.3   281.7   302.3   318.0   339.7   371.2   435.7   615.3  1436.3  4193.5  30128.6    30140  1778761758243  1778761768344
