#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      286.6   105.4   101.3   175.9   192.3   276.4   311.3   330.8   344.6   362.9   386.6   426.8   528.3   858.0  3888.9  30058.1    30000  1778590863133  1778590873281
read      292.7   116.3   101.3   172.7   191.0   281.0   318.1   339.5   355.3   373.3   399.2   442.7   559.0  1150.2  3525.2  30011.9    30005  1778590874798  1778590884927
read      284.7   140.6    93.8   164.0   180.9   266.9   305.2   326.8   342.5   362.5   388.9   435.3   642.0  1862.4  4331.2  30047.6    30010  1778590886442  1778590896548
read      273.1   118.3   101.3   161.0   174.8   254.2   296.5   320.7   338.9   360.4   388.4   432.4   558.7  1163.3  3905.9  29944.6    30015  1778590898065  1778590908174
read      312.5   165.2   101.3   167.6   183.7   280.0   330.8   362.2   387.2   420.3   468.1   561.8   832.1  1479.7  4777.7  30022.4    30020  1778590909691  1778590919793
read      263.4   108.6   101.3   161.2   174.1   246.4   285.3   307.8   323.9   343.8   369.7   410.5   511.4   883.9  4180.1  30004.1    30025  1778590921309  1778590931411
read      271.6   119.2   109.4   162.6   176.5   253.3   293.6   316.7   334.0   354.3   381.2   425.6   547.5  1373.2  3899.4  29997.2    30030  1778590932927  1778590943028
read      268.8   120.7   101.3   158.4   171.9   250.1   291.0   314.4   332.0   352.9   380.8   427.1   560.0  1297.5  4197.8  30063.4    30035  1778590944544  1778590954648
read      282.2   134.5   101.3   162.3   176.8   262.1   306.0   331.4   350.0   372.3   401.9   454.3   606.5  1399.0  4719.4  30014.1    30040  1778590956164  1778590966271
read      272.7   120.1   101.3   161.8   175.3   255.2   296.1   319.4   337.1   358.1   385.6   431.2   556.8   970.9  4349.0  30078.9    30045  1778590967785  1778590977890
read      328.8   283.6   101.3   168.8   185.4   274.7   318.0   344.8   367.4   398.3   454.2   616.7  1510.1  3837.7  6922.9  30092.9    30050  1778590979405  1778590989509
read      282.9   127.8   101.3   170.1   185.9   266.7   303.4   324.0   340.0   359.9   387.5   435.7   579.9  1548.1  4489.4  29953.0    30055  1778590991026  1778591001134
read      268.0   181.0   109.4   163.3   176.3   245.2   279.3   298.7   313.5   331.1   354.7   396.6   587.1  2706.3  6368.0  30029.8    30060  1778591002651  1778591012761
read      264.1   101.8   101.3   165.0   178.7   250.9   285.3   304.6   318.2   335.9   359.2   398.4   506.6   859.4  3376.6  29974.2    30065  1778591014276  1778591024378
read      267.1   114.2   101.3   161.0   175.8   253.6   289.4   309.8   324.2   342.5   367.7   409.5   517.3  1098.6  3670.2  30072.4    30070  1778591025894  1778591035996
read      277.8   117.1   101.3   169.2   185.4   265.6   300.5   319.7   335.0   352.4   375.4   417.8   528.3  1091.6  4354.6  30097.7    30075  1778591037511  1778591047613
read      262.4   109.3   101.3   164.5   178.3   249.3   283.2   302.3   316.1   333.0   354.6   391.4   493.6  1072.7  4232.3  30092.7    30080  1778591049129  1778591059238
read      275.4   132.1   101.3   166.2   180.6   256.2   291.8   312.4   327.7   346.3   374.0   430.7   649.2  1480.2  4392.7  30056.7    30085  1778591060753  1778591070855
read      295.8   181.8   109.4   168.5   183.1   262.9   302.0   325.3   344.0   369.7   410.4   505.9   911.1  2322.1  4738.0  30221.6    30090  1778591072372  1778591082475
read      290.0   160.4   101.3   173.8   188.1   263.9   300.5   321.9   339.6   362.0   395.0   467.6   789.2  2025.3  4395.0  30093.3    30095  1778591083996  1778591094098
read      309.5   175.2   101.3   173.0   190.2   280.7   321.0   345.7   366.2   392.3   432.6   520.6   870.5  2058.1  5246.9  30138.7    30100  1778591095615  1778591105718
read      318.9   163.2    93.8   174.2   192.8   290.5   334.6   361.8   383.3   411.9   457.1   547.9   853.2  1997.1  4323.3  29954.8    30105  1778591107240  1778591117345
