#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      302.3   168.6   101.3   171.1   188.7   278.0   316.8   340.2   358.6   381.9   418.1   493.9   800.2  2087.5  6334.8  29904.3    30000  1778591140384  1778591150531
read      307.2   171.9   101.3   168.2   184.7   277.4   321.1   347.5   368.8   396.1   436.7   524.0   866.7  2104.4  4908.0  30072.5    30005  1778591152048  1778591162179
read      276.0   163.5   101.3   157.3   170.7   249.6   291.6   315.8   334.2   356.6   387.9   444.2   723.3  2382.3  5169.2  29902.0    30010  1778591163699  1778591173803
read      285.2   149.1   101.3   163.7   178.4   260.8   302.4   326.7   344.9   368.1   399.4   462.0   731.2  1878.9  4394.3  30066.0    30015  1778591175319  1778591185424
read      534.4   523.1   109.4   180.0   202.3   351.1   460.1   561.4   678.6   872.3  1164.3  1583.5  2541.7  5111.0  6458.8  30037.2    30020  1778591186938  1778591197048
read      504.9   467.9   101.3   183.9   207.0   356.3   466.2   557.0   645.5   776.9   967.2  1351.5  2296.4  5076.4  7453.8  30101.3    30025  1778591198564  1778591208672
read      489.8   441.9   109.4   184.8   207.9   357.6   463.3   547.6   627.4   740.7   901.9  1201.0  2188.2  5024.5  6455.7  29999.7    30030  1778591210188  1778591220292
read      414.5   294.7   101.3   176.6   197.2   328.9   413.6   479.0   537.2   618.1   740.0   942.1  1451.5  2748.5  6166.4  30083.4    30035  1778591221807  1778591231909
read      414.5   305.2   101.3   174.1   194.1   325.5   408.0   471.1   530.1   615.3   747.4   975.0  1504.4  3069.7  6172.1  30076.1    30040  1778591233425  1778591243533
read      510.9   444.8   101.3   180.8   204.4   367.4   488.8   586.7   682.4   813.5  1003.4  1331.8  2117.6  4939.2  7373.1  30092.8    30045  1778591245049  1778591255151
read      520.5   475.5   101.3   179.2   202.7   365.7   488.9   591.4   690.9   831.0  1034.7  1386.5  2283.0  5052.8  8047.5  29975.9    30050  1778591256667  1778591266773
read      354.6   192.3   101.3   185.4   206.9   318.3   371.1   404.1   431.6   467.5   521.3   625.7   987.0  2301.9  5093.4  30032.4    30055  1778591268290  1778591278395
read      368.2   330.3   101.3   170.3   189.2   291.8   344.1   381.7   416.5   468.7   562.3   805.6  1821.6  3861.9  7148.5  30029.7    30060  1778591279911  1778591290014
read      305.8   235.7   101.3   163.9   178.4   260.2   301.0   326.6   346.7   376.2   427.5   547.5  1257.3  3007.8  5941.7  30105.3    30065  1778591291530  1778591301636
read      285.6   196.9   101.3   160.4   173.4   246.4   284.4   308.0   326.6   352.7   397.7   519.4   991.0  2563.8  5332.8  30060.7    30070  1778591303157  1778591313262
read      309.1   160.3   101.3   175.2   192.1   281.9   323.5   348.9   369.2   396.7   438.0   519.6   812.4  1922.4  4940.0  29974.7    30075  1778591314782  1778591324888
read      328.2   249.2    93.8   166.4   183.8   278.4   324.2   354.6   379.7   417.1   481.0   635.1  1238.5  3051.6  6179.2  30247.8    30080  1778591326405  1778591336522
read      315.7   267.3   101.3   165.4   180.4   264.3   307.2   334.9   358.2   392.3   455.3   607.9  1210.4  3570.3  8221.2  30117.8    30085  1778591338045  1778591348156
read      293.9   207.3   101.3   166.7   180.9   260.2   298.3   321.0   340.3   366.1   406.5   498.3   902.2  2794.3  6816.8  30055.7    30090  1778591349674  1778591359782
read      263.4   128.8   101.3   160.2   173.2   245.2   280.5   300.5   315.7   334.9   361.5   410.7   588.7  1277.1  4156.4  30177.6    30095  1778591361299  1778591371405
read      337.4   256.9   101.3   169.8   187.5   282.2   329.1   359.9   386.5   426.4   496.6   674.0  1405.9  3072.5  5375.2  30001.9    30100  1778591372922  1778591383028
read      288.9   156.1   101.3   173.7   188.6   266.0   301.7   322.3   339.4   361.1   393.5   460.9   718.5  2081.5  5410.6  30022.8    30105  1778591384545  1778591394650
read      350.0   310.9    93.8   171.5   191.1   290.3   336.8   367.2   393.8   433.0   502.3   692.5  1572.9  3790.5  8858.8  30026.3    30110  1778591396171  1778591406276
read      327.5   168.1    93.8   178.1   198.3   300.5   345.5   373.5   396.5   426.1   469.4   550.9   819.2  1969.0  5251.0  30108.4    30115  1778591407795  1778591417899
read      312.2   188.0   101.3   170.2   189.0   282.7   323.8   348.6   368.6   395.2   435.8   527.3   896.0  2354.5  6096.0  30103.7    30120  1778591419418  1778591429530
read      292.3   131.3   101.3   170.5   188.7   277.2   314.4   335.6   351.1   371.0   399.5   454.1   616.8  1282.3  5172.2  30158.7    30125  1778591431050  1778591441155
read      280.1   134.8   101.3   166.2   182.8   265.4   300.5   319.8   335.5   353.9   380.2   429.8   567.6  1725.2  4855.8  30192.4    30130  1778591442672  1778591452786
read      287.6   117.3   101.3   174.9   191.3   274.2   310.1   330.3   344.8   364.4   390.8   436.6   566.4  1051.1  4115.2  30064.1    30135  1778591454309  1778591464452
read      295.5   129.9    93.8   175.7   194.1   282.4   318.3   339.1   354.5   372.8   399.3   446.4   578.2  1471.8  4914.9  30200.1    30140  1778591465971  1778591476078
read      305.3   147.8   101.3   178.4   196.3   286.0   323.9   346.0   364.1   386.3   418.9   479.7   699.6  1701.7  5073.6  30188.6    30145  1778591477599  1778591487710
read      290.1   114.7   101.3   175.2   192.4   277.8   313.6   334.1   348.6   368.1   394.6   439.1   557.2  1002.4  4176.7  30097.3    30150  1778591489226  1778591499337
read      289.9   133.0   101.3   173.0   190.4   276.3   312.2   332.6   346.8   366.7   393.3   439.9   574.6  1326.3  4370.6  30150.2    30155  1778591500857  1778591510967
