#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      279.3   106.7   101.3   165.7   182.8   267.3   303.6   323.7   339.4   358.5   384.1   428.7   541.8   854.0  3742.9  29969.0    30000  1778591546234  1778591556389
read      283.8   126.9   101.3   167.2   183.1   267.3   306.4   328.6   344.7   365.6   393.5   441.2   578.8  1468.7  4805.2  29966.6    30005  1778591557907  1778591568038
read      274.8   128.1   101.3   160.5   173.7   253.4   294.6   318.3   336.9   359.4   390.3   446.5   640.8  1348.3  4234.2  30008.3    30010  1778591569553  1778591579659
read      290.5   163.7   101.3   160.9   174.8   259.7   303.1   328.9   348.2   373.7   414.6   502.6   857.2  2033.5  4105.3  29966.1    30015  1778591581179  1778591591286
read      301.7   225.6   101.3   159.3   173.6   261.8   308.0   336.3   359.1   389.5   437.9   554.6   981.7  2540.7  6355.6  30086.1    30020  1778591592806  1778591602925
read      286.9   158.9   101.3   160.7   174.3   258.1   302.5   328.5   347.4   372.3   407.1   484.6   820.6  1840.9  4495.7  30041.6    30025  1778591604445  1778591614563
read      283.3   159.3   101.3   157.9   171.8   254.9   297.7   322.7   342.0   366.3   401.0   477.2   808.2  1975.5  4454.0  30034.1    30030  1778591616081  1778591626186
read      306.1   191.2   101.3   163.6   178.5   270.9   318.5   346.5   369.0   397.5   441.0   542.6   921.6  2329.7  5918.5  30022.4    30035  1778591627704  1778591637813
read      282.9   155.2    93.8   158.5   172.7   257.9   300.5   325.2   344.0   368.0   401.4   469.9   745.0  1768.1  5647.5  30047.5    30040  1778591639335  1778591649488
read      282.4   155.3   101.3   168.9   184.0   263.2   298.6   318.9   334.9   353.9   381.9   437.4   646.4  1817.4  5983.3  29977.1    30045  1778591651008  1778591661145
read      269.2   139.9   101.3   164.0   178.2   251.5   285.2   304.2   317.8   336.0   361.2   410.6   590.9  1812.7  6033.1  30039.5    30050  1778591662666  1778591672783
read      262.2   179.9   101.3   158.6   171.3   239.7   272.8   291.3   305.1   321.0   345.8   397.1   624.2  2654.1  6100.7  30061.3    30055  1778591674302  1778591684412
read      286.8   153.1   101.3   164.9   180.1   260.8   298.4   320.0   338.0   361.4   398.1   483.4   786.1  1876.4  4367.6  30011.2    30060  1778591685930  1778591696034
read      307.3   189.4   101.3   167.2   183.6   270.3   311.7   337.9   360.0   391.5   447.2   563.7   961.6  2079.2  6313.7  30004.7    30065  1778591697551  1778591707654
read      291.2   201.0   101.3   161.5   175.2   252.7   291.1   314.7   334.3   361.6   408.5   530.9  1005.6  2470.2  6384.6  30118.7    30070  1778591709170  1778591719280
read      282.4   181.5   101.3   159.6   173.2   247.9   286.1   309.0   326.7   351.7   397.0   513.6   899.5  2035.8  6070.5  30058.4    30075  1778591720797  1778591730901
read      252.1   114.5   101.3   158.0   170.3   236.6   269.8   288.2   301.3   317.3   339.7   380.3   519.1  1140.7  4718.7  30173.0    30080  1778591732417  1778591742535
read      279.1   137.8    93.8   167.7   182.9   260.5   295.1   315.5   331.3   350.0   377.3   433.7   639.4  1740.8  4380.7  30072.0    30085  1778591744056  1778591754184
read      335.4   186.2   101.3   182.4   201.5   299.2   344.8   374.5   399.5   433.6   489.1   597.8   979.8  2063.8  4982.2  30024.9    30090  1778591755707  1778591765829
read      297.9   140.3   101.3   172.3   189.8   277.9   315.9   338.4   355.6   376.9   411.1   480.0   710.4  1651.1  4605.4  30042.9    30095  1778591767349  1778591777461
read      331.5   230.2   101.3   179.0   197.3   289.9   332.4   359.2   380.8   411.6   464.3   585.4  1166.1  2801.5  6646.8  30253.3    30100  1778591778985  1778591789129
read      288.3   122.1   101.3   173.8   190.6   275.1   310.9   331.2   345.8   365.4   391.8   437.9   568.1  1078.2  4319.0  30127.7    30105  1778591790654  1778591800764
