#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      238.5    90.9    93.8   152.0   164.3   227.8   256.8   273.6   286.8   301.9   321.0   354.5   433.3   637.5  3775.4  29857.7    30000  1778359452598  1778359462739
read      232.2    87.0   101.3   148.0   159.0   220.5   250.2   267.7   280.6   296.3   317.2   348.2   423.3   747.3  3140.0  30007.4    30005  1778359464253  1778359474375
read      230.1   104.5    86.8   140.0   150.8   215.4   249.4   269.6   284.8   302.9   325.6   359.5   429.5   968.3  3746.5  30008.7    30010  1778359475888  1778359485993
read      232.7   105.7   101.3   143.3   154.4   218.2   251.4   270.8   285.5   302.5   323.3   357.6   433.3  1022.2  4041.0  29914.6    30015  1778359487507  1778359497610
read      237.7    94.8    93.8   145.5   156.5   224.2   258.7   278.3   293.0   310.3   332.1   366.3   444.6   912.8  3160.8  29959.6    30020  1778359499121  1778359509223
read      230.2    89.3    93.8   142.8   153.4   216.5   250.0   269.7   284.6   302.0   323.1   355.4   424.3   683.7  3089.4  29961.9    30025  1778359510737  1778359520842
read      228.0   108.3    93.8   142.0   152.6   213.7   245.3   263.8   276.8   293.4   314.4   345.4   426.3  1415.2  4231.5  30091.0    30030  1778359522353  1778359532452
read      227.2    83.7    93.8   142.2   153.0   214.6   246.2   265.3   279.0   295.8   316.5   345.8   410.8   631.7  2948.7  29986.9    30035  1778359533964  1778359544065
read      229.5   100.3    93.8   141.8   152.6   216.0   248.2   267.7   282.0   298.7   320.2   352.8   425.3   738.3  4126.1  29996.9    30040  1778359545579  1778359555678
read      234.0    93.1    86.8   150.0   162.1   222.8   250.8   267.7   280.0   295.2   315.8   346.7   427.7   723.0  3982.2  30075.1    30045  1778359557190  1778359567291
read      232.4   109.1    93.8   150.0   161.6   220.0   246.8   262.2   273.0   287.9   307.1   338.3   432.5  1681.8  3733.7  30039.7    30050  1778359568805  1778359578904
read      228.3   123.7    93.8   148.4   159.4   215.4   241.0   255.8   267.4   280.6   297.4   326.4   411.8  1862.9  4773.0  30056.8    30055  1778359580417  1778359590526
read      230.5    95.5    93.8   148.3   160.6   220.7   247.6   263.2   274.0   288.9   308.0   339.0   421.6   642.4  3651.3  29975.6    30060  1778359592039  1778359602140
read      235.1    81.1    93.8   153.9   165.7   224.8   251.8   268.0   279.7   294.1   314.0   344.9   421.5   688.7  2933.6  30067.2    30065  1778359603651  1778359613750
read      281.2   113.6    93.8   165.8   182.1   265.1   303.4   325.7   342.8   365.0   395.2   444.3   559.5  1112.2  3844.1  30033.6    30070  1778359615264  1778359625364
read      271.4   116.1    93.8   162.9   177.9   257.0   293.0   314.1   330.1   349.0   376.2   422.4   525.0   920.2  4463.4  30061.3    30075  1778359626875  1778359636974
read      265.4   110.4    93.8   161.6   176.0   251.0   285.2   305.6   320.2   340.1   366.6   409.0   505.8  1158.3  4049.0  30125.0    30080  1778359638486  1778359648592
read      259.2   107.0   101.3   162.0   175.6   246.4   278.3   296.8   311.9   329.7   353.9   392.4   476.0   902.0  4178.0  30080.2    30085  1778359650104  1778359660207
read      269.8   117.5   101.3   164.9   179.8   255.2   289.6   309.9   324.5   343.3   369.3   413.4   514.1  1134.4  4250.7  30051.9    30090  1778359661721  1778359671820
read      276.6   117.1   101.3   167.1   183.4   262.8   297.1   317.6   333.2   351.5   376.6   421.3   534.1  1274.4  4492.5  30049.7    30095  1778359673333  1778359683438
read      269.4   132.8   101.3   165.6   180.3   252.5   285.6   305.1   319.3   338.3   363.9   405.9   549.2  1854.0  4471.8  30095.3    30100  1778359684951  1778359695051
read      240.1    93.9    93.8   153.7   166.3   229.3   258.4   274.7   288.0   303.0   321.7   354.2   429.6   749.8  3450.5  30155.6    30105  1778359696563  1778359706664
read      239.2    87.4   101.3   153.3   166.1   229.8   257.8   273.4   286.0   300.1   319.3   351.0   428.9   591.8  3214.3  30120.7    30110  1778359708175  1778359718273
read      240.7    97.6    93.8   151.3   164.4   229.2   259.0   276.0   289.6   305.3   324.8   356.9   437.7  1056.5  3148.8  30224.2    30115  1778359719786  1778359729886
read      236.9   100.4    93.8   147.0   160.8   226.0   255.7   273.1   286.3   301.3   321.0   354.1   436.2   681.4  3913.3  30148.7    30120  1778359731398  1778359741496
read      235.6    92.8    93.8   152.0   164.4   226.1   253.7   269.7   281.5   295.2   314.5   343.9   413.6   669.6  3422.1  30184.4    30125  1778359743010  1778359753113
