Random waveform, supplied seed
Total number of intervals = 80 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614)
Average QPS expected = 53849
Timestamp start: 1778885375790
Timestamp end: 1778886576079

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      256.4   105.6    74.4   127.0   141.0   240.8   300.2   327.1   345.0   365.4   390.4   427.3   502.2   652.2  2591.2  58007.9    58012
read      267.0   104.3    74.4   134.9   150.5   257.8   310.7   334.9   350.9   369.1   392.9   428.5   503.3   703.4  2820.9  45434.9    45398
read      261.5   107.4    74.4   130.5   145.3   249.6   306.0   331.4   348.2   367.3   391.3   427.3   501.9   667.9  2371.6  50094.9    50177
read      273.3   132.4    74.4   137.5   152.6   264.1   312.8   335.8   351.6   370.0   395.1   432.6   530.7  1559.0  3243.4  34492.5    34504
read      254.7   108.6    68.9   124.7   138.8   234.8   295.2   324.5   344.1   366.4   394.2   435.0   532.2   784.5  1990.8  66104.0    66010
read      251.4   109.8    74.4   123.8   137.8   230.5   288.7   319.1   339.8   362.7   390.8   432.7   527.7   775.9  2850.6  73951.9    73937
read      258.4   105.6    74.4   127.9   142.2   244.9   303.3   329.9   346.7   366.1   390.1   426.3   499.2   635.1  2493.6  54944.8    55020
read      259.8   106.6    74.4   128.7   143.2   246.8   304.8   331.2   348.2   367.4   391.4   427.0   500.6   655.1  1705.8  53294.7    53235
read      250.5   114.2    74.4   125.6   139.5   227.9   281.2   312.1   332.8   356.5   386.4   433.0   558.8  1032.6  2714.2  97733.3    97743
read      217.2   103.6   101.3   149.6   160.1   208.9   229.8   241.6   250.3   261.6   275.7   302.4   363.7  1008.6  4053.6   5413.1     5419
read      250.4    93.0    86.8   151.5   166.5   244.1   274.7   292.1   303.6   315.8   332.5   358.6   426.0  1200.7  2955.4  14786.3    14764
read      226.0    89.5    93.8   152.0   163.7   218.2   240.9   253.5   263.9   274.8   291.5   315.2   373.5  1084.2  3301.3   7465.3     7451
read      262.3   102.1    68.9   131.6   146.5   250.9   307.1   332.2   348.6   367.4   391.0   426.5   499.2   668.2  2002.8  48102.3    48208
read      256.4    95.9    80.4   152.4   167.7   250.8   284.0   301.0   312.4   325.2   342.3   369.2   435.9  1013.3  2905.6  16096.2    16149
read      251.2   128.2    74.4   123.2   136.9   228.4   285.9   316.8   337.3   360.5   389.4   433.4   545.0   956.9  4437.8  78979.1    78989
read      263.5   116.6    80.4   150.0   165.9   256.5   293.3   311.1   322.5   337.4   355.7   385.9   465.9  1331.8  4038.6  18875.1    18886
read      251.9   130.5    74.4   123.6   137.4   229.6   287.7   318.4   339.0   362.1   390.6   433.2   537.9   953.6  3970.9  75790.4    75954
read      264.1   108.7    74.4   132.8   147.9   254.4   308.3   332.5   348.2   366.6   389.6   424.7   501.7   729.4  2433.5  44496.1    44409
read      253.3    96.5    80.4   149.9   165.1   247.1   280.0   297.6   309.6   321.9   340.1   367.1   433.8  1112.2  2871.5  16489.3    16431
read      251.6   129.3    74.4   124.4   138.1   228.0   283.1   314.2   335.1   358.9   388.6   434.4   564.5  1241.4  3733.0  85718.6    85707
read      255.4   102.7    74.4   126.3   140.2   240.4   298.7   325.4   343.5   364.2   389.2   427.0   504.4   650.3  1761.6  58232.7    58253
read      251.8   115.5    68.9   126.7   140.6   229.5   281.7   311.7   332.4   356.3   386.7   434.5   574.7  1035.2  2650.3 103921.1   103867
read      264.7   105.8    80.4   147.7   163.6   259.7   297.4   315.3   328.0   342.5   361.8   391.4   463.9  1219.0  2959.4  21670.4    21604
read      249.8   115.0    68.9   124.5   138.2   226.8   281.2   312.4   333.7   357.7   387.2   433.1   559.6  1039.7  2753.1  90374.7    90401
read      248.2   110.1    74.4   123.7   137.4   226.5   281.6   312.7   333.8   357.5   386.6   430.7   536.0   796.0  2778.4  84402.2    84467
read      249.4   118.7    68.9   125.3   139.1   226.6   278.7   309.5   330.4   354.3   384.4   431.4   563.4  1091.3  2366.1  99796.1    99700
read      275.0   119.6    80.4   139.2   155.1   266.8   315.0   337.5   353.2   371.2   396.1   433.9   527.4  1366.2  3031.8  32028.3    32052
read      262.2   100.6    80.4   150.4   166.2   256.4   292.3   310.2   321.4   336.5   354.7   383.6   460.5  1202.2  3123.3  18184.7    18173
read      253.0   118.7    68.9   123.6   137.6   233.0   291.5   321.0   340.8   363.0   390.1   430.9   525.2  1014.6  2838.0  67695.0    67789
read      258.8   119.1    74.4   127.9   141.7   245.0   301.6   327.8   344.8   364.7   389.5   427.8   509.2   792.6  3175.5  51929.7    51929
read      247.3   110.4    68.9   123.0   136.4   225.9   280.8   311.7   332.3   355.6   384.2   429.0   539.5   845.0  2126.7  83845.5    83850
read      263.2   115.6    86.8   150.3   166.5   256.0   291.9   309.7   320.8   336.1   354.6   384.9   464.1  1615.4  3536.7  18565.3    18614

Total QPS = 53846.8 (64616164 / 1200.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 15960192508 bytes :   12.7 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.84%,6.60%,100.00%
