#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      271.6   112.1    93.8   163.1   178.3   258.8   293.8   313.9   328.8   346.4   372.2   414.2   524.7  1359.9  3404.7  29995.5    30000  1778448598688  1778448608820
read      276.9   143.1    93.8   151.5   165.2   254.0   299.3   325.6   345.0   369.7   402.8   468.3   650.7  1583.6  4686.9  30061.9    30005  1778448610331  1778448620453
read      260.3   127.1    93.8   147.4   159.6   238.0   281.7   306.6   324.9   348.2   381.2   436.9   592.9  1121.4  4069.0  30079.2    30010  1778448621964  1778448632062
read      259.3   134.8    93.8   147.1   159.3   235.9   281.8   307.5   325.9   348.7   381.0   432.0   567.1  1435.1  4349.8  30044.9    30015  1778448633573  1778448643671
read      267.9   140.6    93.8   149.3   162.5   245.2   289.4   314.8   334.2   358.3   391.9   452.3   612.5  1410.2  6013.9  29949.7    30020  1778448645182  1778448655281
read      252.7   133.5    86.8   142.8   155.1   230.6   273.5   297.7   316.1   339.0   370.1   423.3   555.2  1395.7  4748.3  30017.7    30025  1778448656793  1778448666895
read      255.3   114.8    93.8   147.4   160.2   236.0   277.2   300.6   317.3   338.3   366.8   416.8   548.0  1217.4  3402.9  30056.1    30030  1778448668405  1778448678502
read      251.0   141.7    93.8   141.7   153.6   228.3   270.3   294.0   311.8   333.9   365.4   420.1   580.4  1482.7  5920.9  30085.8    30035  1778448680013  1778448690112
read      256.1   134.3    93.8   145.6   157.9   233.7   275.5   299.4   317.2   340.1   371.2   426.7   573.3  1579.1  4625.8  30051.3    30040  1778448691623  1778448701720
read      253.5   128.8    93.8   157.5   170.9   239.8   271.8   289.7   302.6   317.9   339.6   373.7   473.9  1860.8  5331.5  30039.1    30045  1778448703232  1778448713330
read      243.5   115.1   101.3   157.3   169.5   231.5   261.5   277.7   289.7   303.4   320.3   349.9   430.0  1645.9  4552.1  30039.6    30050  1778448714842  1778448724940
read      239.9    92.9    93.8   156.3   168.4   229.3   258.6   274.3   286.5   299.5   317.0   344.3   423.0  1045.6  3221.0  29979.8    30055  1778448726450  1778448736547
read      236.5    95.4   101.3   153.4   165.1   226.0   254.8   270.8   282.4   295.3   313.3   341.4   423.4   887.7  4136.0  30034.2    30060  1778448738058  1778448748156
read      257.2   104.2    93.8   157.3   171.8   246.2   279.4   297.3   311.3   327.2   348.5   386.2   475.9   991.0  3792.6  30102.9    30065  1778448749667  1778448759765
read      240.8    89.7    93.8   155.9   167.9   230.5   260.5   276.5   288.8   302.6   319.6   348.0   421.6   891.0  3278.6  30025.5    30070  1778448761276  1778448771374
read      239.2    95.7    93.8   153.8   165.8   228.7   258.9   274.8   287.4   301.1   318.7   346.7   426.6   851.3  3761.4  30061.6    30075  1778448772885  1778448782981
read      236.2    82.4    93.8   156.0   167.3   226.1   254.7   271.0   282.7   295.6   313.5   341.1   409.0   667.3  3148.8  30134.4    30080  1778448784494  1778448794591
read      253.9    97.0    93.8   156.5   170.5   242.6   276.0   294.6   308.4   323.7   344.6   379.3   465.1   930.3  3171.5  30039.5    30085  1778448796101  1778448806200
read      242.9    90.9    93.8   156.3   169.0   232.1   261.6   277.5   290.0   304.7   323.4   356.8   436.2   760.4  3432.9  30131.5    30090  1778448807711  1778448817808
read      298.1   125.0    86.8   165.1   183.7   280.7   322.9   348.8   369.2   394.5   428.8   486.2   618.8  1130.5  4065.0  30109.8    30095  1778448819318  1778448829419
read      325.3   142.6   101.3   177.4   197.5   302.1   350.5   380.3   402.4   432.3   474.3   546.4   712.1  1481.1  4185.9  30088.3    30100  1778448830929  1778448841026
read      304.8   128.5    86.8   170.3   190.0   286.0   328.6   354.6   374.2   400.1   436.5   501.3   633.7  1256.7  3422.7  30159.2    30105  1778448842536  1778448852637
read      319.8   139.7    93.8   178.7   199.1   299.2   343.7   371.4   393.2   420.7   460.3   528.2   679.9  1282.2  3733.8  30166.0    30110  1778448854147  1778448864244
read      304.6   132.8    93.8   165.8   184.7   284.5   329.1   356.8   377.8   404.9   442.7   507.4   656.6  1305.1  4143.0  30150.2    30115  1778448865754  1778448875853
read      323.8   151.8    93.8   171.3   191.4   296.6   345.8   377.1   401.5   435.0   485.4   566.6   751.1  1455.8  4390.5  30104.4    30120  1778448877362  1778448887459
