#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      268.9   730.1    93.8   157.2   172.3   251.6   287.4   307.8   322.1   341.2   366.8   406.9   522.7  1373.2  4396.8  30020.9    30000  1778447758634  1778447768775
read      244.2   108.5    93.8   149.8   161.3   227.2   264.0   285.3   300.5   318.8   342.7   380.5   474.5  1148.4  3601.9  30021.0    30005  1778447770286  1778447780408
read      253.0   115.8    93.8   149.5   161.4   234.1   275.5   299.1   316.2   336.8   363.4   402.3   504.1  1220.8  3830.8  29983.0    30010  1778447781919  1778447792022
read      246.2   114.6    93.8   148.7   160.0   227.9   266.7   289.3   305.8   325.0   349.6   389.3   490.2  1006.2  4211.7  29989.6    30015  1778447793533  1778447803631
read      248.9   109.7    93.8   148.4   160.2   231.0   270.9   293.6   310.4   330.0   355.5   394.8   498.3   903.7  3536.6  30014.8    30020  1778447805143  1778447815241
read      252.8   114.3    93.8   150.1   161.9   233.9   274.2   296.8   314.0   334.2   360.4   400.3   518.9  1270.5  3998.6  29936.9    30025  1778447816753  1778447826853
read      256.7   113.6   101.3   151.8   163.9   237.5   278.9   302.4   319.1   340.2   367.4   407.5   527.4  1172.2  3533.5  30081.6    30030  1778447828364  1778447838462
read      242.3   108.3   101.3   148.9   159.7   224.9   262.1   283.6   298.8   317.0   340.8   378.2   468.9  1170.9  3769.7  30017.5    30035  1778447839973  1778447850073
read      261.4   104.5    93.8   157.8   172.7   249.5   283.8   302.9   316.7   334.4   358.0   397.0   495.1  1298.1  3379.8  30002.4    30040  1778447851585  1778447861685
read      248.6   117.0    93.8   158.1   170.7   235.1   266.1   283.0   294.9   310.1   329.4   362.3   462.9  1835.7  4424.1  30087.1    30045  1778447863195  1778447873294
read      248.3   134.2   101.3   161.6   173.9   234.9   264.1   279.8   291.4   305.2   321.7   352.0   445.7  2046.6  5360.9  29960.8    30050  1778447874807  1778447884904
read      243.2    98.9   101.3   159.2   170.6   231.7   261.5   277.7   290.0   304.2   321.2   351.3   432.3  1089.8  4162.4  29885.2    30055  1778447886413  1778447896513
read      254.3   112.6    93.8   156.3   170.1   243.1   275.2   293.4   307.0   321.9   343.9   381.1   473.0   971.4  4549.5  29972.7    30060  1778447898024  1778447908122
read      260.8   847.0    93.8   157.7   170.9   239.8   272.5   291.0   304.5   320.0   342.5   379.4   477.8  1127.4 33710.7  30088.0    30065  1778447909633  1778447919730
read      239.3    88.1    93.8   152.5   164.8   228.9   259.8   276.2   288.9   303.0   320.1   349.4   427.4   803.5  3190.0  30113.7    30070  1778447921240  1778447931338
read      240.2    88.1   101.3   157.5   169.5   230.2   258.9   274.5   286.7   299.7   317.3   344.8   422.2   798.1  3968.6  30024.1    30075  1778447932849  1778447942947
read      249.6   113.9   101.3   160.3   173.0   238.1   268.8   285.5   296.9   311.8   330.5   362.1   458.4  1097.6  4438.1  30073.6    30080  1778447944458  1778447954563
read      257.9   100.3    93.8   159.4   173.5   246.6   279.8   297.8   311.5   327.3   348.4   386.8   483.9  1074.8  3307.7  30079.0    30085  1778447956074  1778447966172
read      260.1   106.4   101.3   161.7   175.5   247.8   280.9   299.0   312.9   329.6   352.0   391.9   496.3   997.7  3894.5  30046.9    30090  1778447967683  1778447977783
read      269.1   107.0    93.8   164.5   180.1   258.6   292.2   311.0   324.3   341.6   364.8   400.4   492.3  1072.1  4117.6  30163.4    30095  1778447979294  1778447989392
read      272.3   119.1    93.8   155.5   172.0   257.6   295.8   317.5   334.4   354.6   383.0   430.9   551.0  1077.7  4320.7  30057.8    30100  1778447990903  1778448001001
read      278.5   118.7   101.3   166.3   183.0   264.5   300.0   320.1   336.3   355.3   381.5   427.6   549.0  1270.9  3877.6  30145.3    30105  1778448002513  1778448012616
read      270.5   109.9    93.8   165.5   180.9   258.4   292.0   311.1   324.9   342.8   367.3   406.9   507.3  1117.3  3949.2  30058.0    30110  1778448014127  1778448024226
read      275.7   103.5    93.8   165.5   181.4   263.9   300.0   320.1   335.9   354.1   378.5   419.9   521.8   913.9  3455.7  30082.8    30115  1778448025736  1778448035837
read      269.7   103.2   101.3   167.7   183.5   260.0   292.4   310.8   323.6   340.2   362.2   397.1   482.2   925.9  3935.9  30150.6    30120  1778448037348  1778448047447
read      268.6   103.1    93.8   161.9   177.3   257.5   291.9   311.6   325.8   343.3   367.5   403.6   501.6  1104.1  3377.0  30078.3    30125  1778448048959  1778448059058
read      290.7   113.5    93.8   168.8   186.6   275.0   313.9   336.7   354.1   375.6   405.3   460.2   593.8  1118.5  3439.4  30191.2    30130  1778448060569  1778448070675
