Random waveform, supplied seed
Total number of intervals = 120 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453)
Average QPS expected = 55318
Timestamp start: 1778918088915
Timestamp end: 1778919889221

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      233.6    91.2    93.8   155.5   167.5   224.9   250.3   264.6   273.7   286.2   300.7   325.4   398.4   935.0  3116.9   6862.8     6927
read      275.7   127.6    74.4   128.7   143.4   256.9   315.4   347.1   372.5   400.7   435.6   487.7   593.2   889.6  2900.7  52912.7    52892
read      254.5   135.9    74.4   126.6   141.1   231.1   281.7   309.1   328.8   353.0   386.3   436.9   599.0  1583.3  3682.1  98874.3    98921
read      257.0   103.9    74.4   128.1   142.4   240.3   297.3   324.4   342.9   365.9   393.8   432.7   514.7   690.3  1887.9  61151.4    61129
read      277.0   111.6    74.4   136.8   152.3   268.0   319.7   345.8   365.8   388.1   415.2   455.4   540.5   806.5  2906.2  40585.7    40613
read      276.0   124.3    74.4   129.6   144.4   257.5   316.2   347.8   372.8   401.3   435.5   485.4   589.0   897.5  2632.2  53117.7    53226
read      276.8   112.4    74.4   136.7   152.0   268.2   319.2   345.0   365.1   387.8   415.2   455.0   538.8   795.8  2070.9  38604.4    38560
read      254.2   126.3    74.4   127.6   142.0   232.2   282.2   309.3   328.7   352.2   384.5   433.8   581.5  1571.4  3005.8 103388.6   103465
read      251.0   116.7    74.4   126.9   141.3   231.3   280.5   307.2   326.0   348.6   380.2   429.3   556.9  1055.1  2561.1 104913.8   104758
read      247.4   109.4    68.9   124.4   138.7   227.2   278.4   305.8   324.8   347.2   379.0   427.1   543.3   918.2  2064.8  94703.6    94759
read      278.5   151.7    74.4   135.2   150.7   265.4   315.1   340.8   360.3   383.0   410.7   453.4   570.3  2108.3  4412.0  37916.6    37799
read      232.9   146.1    86.8   150.1   162.0   220.2   246.2   261.5   271.4   283.6   297.5   321.8   413.4  1878.4  7487.7   8290.2     8296
read      282.7   214.2    74.4   121.4   135.4   242.1   307.1   344.7   376.1   413.6   460.6   533.1   796.5  2934.5  6628.3  69412.4    69443
read      241.7    93.9    80.4   149.1   162.5   233.4   265.6   281.1   291.8   304.5   319.5   345.2   414.2  1154.2  2759.1  12504.9    12517
read      275.5   152.4    74.4   129.4   144.2   257.6   312.9   342.0   364.3   389.7   420.0   464.0   577.7  2088.8  3980.3  43631.3    43591
read      261.3   107.7    80.4   144.9   160.8   257.3   293.2   311.3   323.3   338.4   358.1   389.4   462.1  1226.5  3072.7  20439.2    20430
read      260.0   182.5    74.4   124.4   139.0   229.1   282.0   310.8   331.8   358.1   394.6   456.6   756.3  2317.6  6716.9  93794.5    93758
read      247.7   135.7    86.8   154.6   168.6   236.7   267.0   281.9   292.3   305.1   320.3   346.9   434.3  1861.9  7027.5  10489.3    10485
read      260.9   111.2    86.8   151.0   166.7   255.0   288.7   305.8   317.4   332.1   349.5   380.2   458.7  1456.5  3831.9  16496.1    16518
read      319.5   296.6    74.4   125.7   140.6   248.8   315.9   364.1   406.5   464.4   544.3   702.6  1415.7  3559.1  7684.9  83130.9    83230
read      218.3    98.4    86.8   148.2   158.2   208.4   229.9   243.2   253.6   265.8   280.4   305.2   375.5  1258.5  3889.1   5491.3     5484
read      287.4   204.6    74.4   127.9   142.3   257.4   317.8   352.6   379.6   410.8   450.0   508.2   747.4  2804.5  6993.1  55566.9    55611
read      267.8   113.3    80.4   149.1   165.4   262.3   298.4   316.6   330.0   344.8   366.7   398.7   480.7  1426.8  3323.0  20792.7    20774
read      255.6   141.1    74.4   126.7   141.1   231.1   282.3   309.8   329.6   353.6   386.8   438.2   616.4  1738.1  3716.9  96683.3    96726
read      272.3   120.3    74.4   137.4   152.5   263.3   308.8   332.3   348.8   370.1   396.8   436.1   542.5  1289.2  2919.4  32426.1    32442
read      296.4   239.8    74.4   123.5   137.9   247.2   313.3   355.9   391.7   435.5   493.0   584.2   975.8  3166.1  7590.2  72951.9    73039
read      292.6   246.0    68.9   122.2   136.3   243.4   309.3   350.1   385.7   429.1   484.2   573.5   937.7  3339.8  7455.6  73971.3    74055
read      277.9   162.4    74.4   126.8   141.0   254.9   312.4   343.9   369.0   397.7   433.8   488.5   637.4  2077.2  3707.0  51245.9    51197
read      286.4   206.9    68.9   124.1   138.3   252.4   311.8   346.8   376.5   412.6   458.7   530.3   803.1  2864.2  5588.3  59488.8    59442
read      272.2   170.2    74.4   132.7   147.6   257.7   304.2   328.4   345.7   368.0   396.4   439.2   585.1  2164.0  7599.0  35599.7    35654
read      309.6   288.1    68.9   124.1   138.5   247.0   313.5   358.8   399.0   451.3   520.0   639.7  1212.9  3951.0  7621.6  78877.1    78747
read      269.8   145.7    74.4   128.8   143.1   254.1   306.2   333.6   353.6   377.5   406.8   451.3   560.7  1879.6  3486.0  42208.5    42212
read      286.5   210.8    74.4   127.2   141.5   256.3   314.5   347.6   373.9   404.0   443.4   503.9   792.7  2913.8  7177.2  52384.1    52488
read      275.1   146.6    80.4   133.6   148.7   262.2   311.1   336.6   355.3   377.4   404.3   446.3   558.6  2009.3  4139.4  36972.9    36950
read      257.2   110.6    80.4   149.6   165.0   250.0   283.6   300.0   312.2   325.8   344.1   374.1   456.9  1462.9  3704.5  16781.3    16762
read      316.4   293.9    74.4   126.0   140.6   249.1   316.1   363.5   404.3   458.8   531.1   668.7  1389.8  3618.8  7719.8  79669.5    79473
read      280.8   188.1    74.4   124.3   138.5   248.2   310.7   346.1   375.4   408.6   450.3   510.7   734.5  2566.8  4701.1  61457.5    61431
read      257.5   149.8    74.4   125.4   139.6   230.2   284.7   313.7   334.9   360.9   395.2   451.5   651.9  1770.2  4812.9  87186.1    87172
read      254.2   117.4    68.9   128.9   143.7   233.9   282.9   309.6   328.8   352.3   384.2   433.1   565.6  1197.7  2624.5 108274.6   108181
read      250.4   105.4    74.4   125.3   139.4   229.8   284.9   313.3   333.1   356.6   387.3   432.4   536.9   822.8  1925.0  80326.4    80515
read      278.2   139.8    80.4   136.7   151.8   265.9   315.3   340.7   360.0   382.5   410.0   453.3   564.7  1890.8  3192.2  37112.9    37149
read      247.2    90.3    80.4   151.3   165.6   239.9   272.1   287.9   298.3   311.9   328.4   355.8   427.0  1030.6  2404.6  13493.8    13444
read      314.0   295.0    74.4   126.9   141.4   254.0   321.2   367.6   405.0   452.5   514.3   624.3  1303.8  3681.9  7992.3  72116.5    72057
