#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      296.2   150.8   101.3   175.3   193.9   282.2   318.6   339.5   355.1   373.3   400.0   448.5   577.9  1689.6  5231.4  30002.0    30000  1778592162181  1778592172345
read      290.6   141.0   101.3   165.8   181.8   273.0   314.9   338.9   356.9   378.3   408.2   462.5   610.8  1369.5  5541.1  29969.3    30005  1778592173864  1778592184019
read      271.8   140.7   101.3   158.1   171.1   250.5   291.8   315.2   332.9   354.0   382.9   433.2   606.2  2027.1  4948.6  30123.2    30010  1778592185535  1778592195654
read      269.8   121.1   101.3   160.5   173.8   250.9   290.5   313.7   331.2   352.2   380.4   429.6   577.9  1109.4  4201.7  30005.8    30015  1778592197172  1778592207289
read      270.2   113.0   101.3   158.1   172.0   252.7   293.6   317.0   334.7   355.7   383.5   430.0   567.2   939.5  3920.4  30018.7    30020  1778592208810  1778592218918
read      262.9   117.7   101.3   155.1   168.2   245.9   286.7   310.0   326.6   345.9   372.4   414.1   525.4   950.6  4075.8  29896.8    30025  1778592220433  1778592230539
read      268.0   142.8   101.3   156.4   170.1   250.1   290.5   313.5   330.5   350.4   376.3   422.8   553.9  1226.6  6320.4  30117.9    30030  1778592232055  1778592242160
read      263.1   113.6   101.3   155.1   168.4   246.2   286.4   309.2   325.6   345.1   371.5   414.0   528.5  1071.5  4088.1  29988.0    30035  1778592243678  1778592253787
read      270.2   107.6   101.3   159.6   174.0   255.8   295.2   317.2   333.4   352.2   377.5   421.4   536.1   923.0  3389.8  30026.8    30040  1778592255302  1778592265403
read      276.8   121.8   101.3   165.2   181.4   263.0   299.1   319.3   335.2   353.9   379.5   426.2   548.8   939.0  4392.9  30137.2    30045  1778592266916  1778592277017
read      260.1   142.2   101.3   161.6   174.8   243.1   275.6   294.4   308.6   324.7   346.5   387.5   524.5  2092.5  5468.8  30063.5    30050  1778592278531  1778592288636
read      257.0   126.0   101.3   159.3   172.4   241.0   273.8   292.3   305.9   321.0   343.3   381.2   514.6  1847.3  4262.2  30074.6    30055  1778592290150  1778592300256
read      273.6   110.0   101.3   162.6   178.4   259.5   296.1   317.1   333.1   351.7   377.4   423.8   545.4  1039.5  4196.5  30013.3    30060  1778592301771  1778592311873
read      271.9   120.8   101.3   160.5   176.7   258.5   294.1   314.2   329.3   346.7   372.4   420.3   545.5  1064.8  4282.0  30124.2    30065  1778592313388  1778592323497
read      257.5    94.8    93.8   162.4   175.8   245.4   278.1   296.4   310.3   325.9   346.0   382.5   488.5   900.1  3326.7  30074.6    30070  1778592325016  1778592335116
read      265.2   115.6   109.4   163.9   178.2   251.7   286.7   306.3   319.6   336.9   359.2   396.1   509.1  1186.8  4185.2  30022.5    30075  1778592336631  1778592346734
read      256.1   107.3   109.4   161.2   174.2   243.0   276.0   294.5   308.3   323.7   344.8   381.2   486.8  1048.3  4313.6  30083.2    30080  1778592348247  1778592358351
read      268.1   113.5   101.3   162.7   177.1   254.8   290.3   310.4   324.9   343.0   368.1   409.6   526.6   978.4  4271.6  29930.3    30085  1778592359866  1778592369969
read      283.4   120.4   101.3   174.8   190.8   271.3   305.8   324.8   339.7   357.8   381.5   423.5   528.3  1281.5  4213.7  30145.5    30090  1778592371484  1778592381589
read      282.3    97.4   101.3   172.3   189.1   271.7   306.4   325.7   340.3   358.5   382.7   425.7   530.5   795.7  3464.6  30010.6    30095  1778592383104  1778592393205
read      297.8   127.5   101.3   183.0   201.9   287.6   322.3   342.1   357.2   373.9   398.7   438.4   542.3   836.7  3765.6  30062.9    30100  1778592394719  1778592404825
