#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      278.3   110.3   101.3   166.2   182.9   266.2   301.7   321.2   336.9   355.2   380.3   426.3   540.9   831.8  4145.8  30039.9    30000  1778592433066  1778592443213
read      285.3   113.5   101.3   166.0   182.0   269.2   309.9   333.0   349.8   370.9   399.9   452.7   587.1  1089.4  3701.9  29975.4    30005  1778592444730  1778592454855
read      267.8   149.0   101.3   160.3   173.2   249.1   288.4   310.8   326.8   345.6   371.4   414.1   539.8  1779.1  5841.6  29954.1    30010  1778592456369  1778592466472
read      277.1   126.9   101.3   161.4   175.4   260.2   302.5   326.0   343.6   365.1   393.0   436.4   557.6  1133.1  4171.1  30028.7    30015  1778592467988  1778592478093
read      276.4   105.3   101.3   162.9   177.4   260.4   301.1   324.1   341.1   362.0   389.8   435.4   566.0   936.5  3349.4  30014.9    30020  1778592479608  1778592489712
read      273.8   128.1   101.3   161.9   175.9   256.2   296.2   319.2   336.6   357.1   384.3   430.0   556.6  1301.3  4376.1  30043.5    30025  1778592491228  1778592501333
read      275.9   113.8   101.3   163.2   177.6   260.1   300.0   322.4   339.7   360.3   387.2   432.1   559.9   953.9  4178.6  30043.5    30030  1778592502848  1778592512949
read      274.3   128.7   101.3   161.2   175.2   256.9   297.2   320.0   337.8   358.8   386.6   432.8   564.4  1169.1  5128.5  30015.3    30035  1778592514466  1778592524573
read      275.1   121.4   101.3   162.8   177.2   259.8   298.9   320.6   337.4   357.1   383.1   427.3   547.0  1108.4  4831.2  30055.6    30040  1778592526091  1778592536192
read      285.2   123.0   101.3   167.0   184.5   271.5   308.8   329.7   344.9   365.1   392.2   440.5   566.3  1339.3  4527.9  30174.0    30045  1778592537710  1778592547810
read      274.7   145.5   101.3   166.2   181.1   257.6   292.2   312.0   326.3   344.0   369.2   414.3   554.1  2159.6  5727.5  30055.7    30050  1778592549325  1778592559429
read      334.5   215.8   109.4   187.4   206.5   302.5   345.7   372.0   393.5   420.9   459.7   529.8   975.1  3335.9  6146.3  30074.1    30055  1778592560943  1778592571064
read      327.1   163.3   101.3   183.6   203.3   302.6   348.6   377.0   399.4   428.9   468.5   534.7   737.1  1824.7  6188.6  30110.3    30060  1778592572581  1778592582690
read      342.3   169.4   109.4   194.1   215.6   317.6   364.4   393.1   415.8   445.2   486.2   552.7   749.3  2048.8  5490.0  30083.2    30065  1778592584217  1778592594323
read      409.1   311.1   101.3   190.6   213.5   334.8   400.1   448.0   488.2   543.7   638.8   861.2  1702.2  3464.1  6859.0  30071.7    30070  1778592595837  1778592605941
read      353.8   178.4   109.4   188.0   209.8   321.8   373.6   407.3   434.0   468.5   518.4   609.3   906.7  2063.3  4749.5  29990.6    30075  1778592607460  1778592617569
read      328.4   186.3   109.4   182.8   201.5   297.2   342.5   370.7   393.3   421.8   462.4   541.8   903.5  2590.9  5052.2  30021.7    30080  1778592619085  1778592629196
read      319.4   147.3   109.4   183.4   202.1   297.5   341.5   368.5   389.8   416.1   452.4   509.6   690.2  1738.4  4382.8  30223.3    30085  1778592630712  1778592640815
read      317.5   180.4   109.4   183.3   202.4   295.4   337.6   363.3   382.7   405.7   438.7   494.6   662.9  2903.8  6255.5  30164.8    30090  1778592642329  1778592652436
read      285.9   137.0   101.3   169.6   185.0   265.1   303.4   325.2   342.3   364.8   397.1   460.5   643.6  1505.2  5025.5  30089.9    30095  1778592653954  1778592664057
read      320.8   198.6   101.3   175.2   192.8   283.5   326.1   352.5   373.3   403.4   454.3   572.3  1023.1  2458.9  5227.3  30125.8    30100  1778592665574  1778592675686
read      293.9   134.4   101.3   178.0   195.0   276.3   312.0   332.9   348.1   368.7   397.4   451.8   633.2  1662.4  4958.1  30150.3    30105  1778592677202  1778592687309
read      287.4   114.6   101.3   172.6   189.9   273.9   310.0   330.6   345.5   366.0   393.6   443.3   566.6   971.8  4064.7  30136.7    30110  1778592688824  1778592698932
read      302.6   398.0   101.3   178.1   197.4   288.1   325.2   346.3   363.2   383.0   410.0   460.4   589.9  1326.7  4530.8  30103.0    30115  1778592700450  1778592710554
read      296.0   108.3   109.4   177.4   195.5   284.3   320.5   341.4   357.3   375.4   401.8   450.8   571.9  1017.1  3410.8  30090.7    30120  1778592712071  1778592722192
read      281.5   110.3   101.3   167.5   185.0   269.1   305.1   325.1   340.4   359.8   386.1   432.9   547.8   907.8  3831.6  30183.5    30125  1778592723711  1778592733814
