Random waveform, supplied seed
Total number of intervals = 450 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453, 44096, 100467, 8576, 59359, 7614, 60329, 43762, 67038, 26095, 71173, 109276, 13150, 61250, 84472, 82226, 27671, 98736, 106314, 105027, 96867, 89493, 50538, 22083, 48618, 94298, 63579, 64573, 77178, 29824, 64495, 20917, 85651, 61935, 50216, 72251, 71798, 19701, 24952, 81838, 26648, 24837, 29420, 103882, 70314, 61679, 49557, 19325, 9128, 94933, 24327, 71896, 93771, 20452, 42338, 72627, 80603, 49049, 92305, 56889, 78036, 71583, 72609, 107382, 86530, 16550, 84534, 72631, 49291, 62175, 80213, 16566, 53985, 101949, 24076, 52574, 106271, 105451, 86087, 29108, 101115, 74326, 75832, 94901, 15809, 28874, 51882, 32653, 41676, 63019, 99164, 47055, 62394, 98519, 32122, 49464, 24034, 77363, 91698, 38997, 86028, 83012, 15024, 56640, 97362, 107412, 65030, 79278, 47544, 105368, 58181, 56960, 14849, 63672, 48289, 11797, 10781, 49362, 102119, 46213, 97025, 18351, 21426, 43013, 67376, 36043, 6255, 102499, 26263, 56974, 40869, 46514, 11431, 58600, 68058, 54502, 64022, 52142, 101375, 40606, 47485, 48977, 38615, 80279, 75843, 67095, 41325, 55752, 85561, 14194, 88002, 90515, 109283, 26699, 37400, 19307, 11527, 83787, 22209, 75169, 73833, 94641, 61338, 91825, 77235, 37257, 32057, 108618, 72930, 43714, 87369, 56640, 97360, 79788, 11352, 87962, 40663, 59386, 48302, 19398, 82197, 77387, 72753, 7720, 46279, 42102, 90892, 39976, 61084, 16735, 45909, 28976, 84704, 101822, 92571, 12106, 58568, 51319, 21556, 14191, 29072, 16350, 86891, 104441, 8906, 42175, 51797, 76678, 19630, 100132, 40498, 108559, 23964, 70760, 99567, 107548, 53742, 103931, 60359, 9725, 52014, 40053, 86436, 23983, 66595, 26056, 51764, 40202, 76665, 11133, 80405, 79106, 97258, 36307, 28636, 41620, 75736, 44979, 31478, 37586, 108330, 64301, 11203, 7291, 87477, 77485, 42055, 26865, 94592, 66869, 17835, 55977, 82437, 15775, 87559, 105401, 88752, 94531, 101303, 86640, 84818, 20221, 43599, 52779, 89855, 48532, 107423, 46535, 47535, 49633, 30334, 17207, 106074, 48912, 96483, 39228, 92350, 85084, 81993, 101617, 16730, 71079, 108942, 55406, 42279, 21876, 34140, 42897, 18462, 100375, 41347, 101594, 47486, 73393, 51134, 58201, 71020, 72071, 93446, 28724, 59269, 74624, 52368, 9687, 44165, 6895, 55457, 61164, 108384, 33319, 97895, 39720, 68554, 86849, 30264, 100754, 98098, 86028, 93054, 42348, 29490, 18187, 95113, 8570, 62285, 52582, 34260, 59493, 58208, 93458, 18056)
Average QPS expected = 58024
Timestamp start: 1778500400669
Timestamp end: 1778502201102

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      243.4    74.6    86.8   158.6   173.1   233.9   262.8   277.6   289.5   302.9   319.1   346.8   425.2   980.4  2140.8   6809.2     6927
read      319.2   159.8    68.9   120.5   137.1   299.3   383.1   426.1   456.7   491.9   532.9   589.1   710.0  1039.1  2196.7  52738.2    52892
read      897.8  1362.3    74.4   162.5   185.4   307.5   381.3   483.6  1446.8  2177.2  2806.3  3755.7  6367.0  8875.8 11904.8  98828.2    98921
read      823.8  1167.4    74.4   154.4   175.9   295.4   399.5   793.5  1400.1  1851.7  2603.5  3165.4  5263.5  8072.4 10943.6  61320.5    61129
read      380.2   377.0    74.4   128.9   146.7   309.0   399.6   451.0   489.7   535.8   603.1   783.3  1796.0  4808.5  8829.5  40546.8    40613
read      317.9   181.5    74.4   126.5   141.7   286.3   360.1   403.4   436.6   479.3   535.5   623.6   854.6  1574.5  3295.8  53194.8    53226
read      283.7   133.9    80.4   130.1   145.7   277.6   327.2   353.7   372.9   396.6   426.8   471.2   568.8  1000.4  4097.8  38592.5    38560
read      331.4   400.4    74.4   129.6   145.3   256.9   315.2   347.8   372.8   404.1   453.5   575.8  2455.2  4291.6  7956.2 103281.0   103465
read      249.2   106.7    74.4   122.4   136.4   229.1   284.5   314.2   335.1   358.7   387.8   430.7   534.4   878.8  1641.8 104890.0   104758
read      258.7   147.5    74.4   123.7   138.1   235.3   293.3   323.2   343.9   367.7   397.6   444.7   572.0  1656.6  4106.0  94861.8    94759
read      266.0    97.7    74.4   134.0   149.7   269.5   308.0   327.2   340.7   356.7   375.1   404.2   473.8   596.7  2272.7  37926.2    37799
read      241.6    76.0    86.8   158.0   171.8   237.9   262.3   273.5   282.8   293.0   307.8   331.6   396.9   968.8  2312.9   8392.2     8296
read      259.3   127.6    74.4   122.7   136.8   244.0   302.5   330.0   348.5   370.4   397.5   436.3   536.0  1142.3  3397.8  69272.8    69443
read      248.7    96.9    86.8   154.0   170.5   247.0   270.8   283.3   292.0   302.8   317.3   341.3   404.0  1015.7  3866.6  12598.0    12517
read      267.0   114.0    68.9   131.1   146.5   266.4   311.0   332.7   346.9   364.8   386.6   420.0   498.4   721.3  3385.4  43611.8    43591
read      264.1   104.2    86.8   150.0   168.0   265.9   293.4   308.5   318.5   331.7   346.1   372.8   434.3   581.5  3214.2  20564.0    20430
read      251.8   120.4    74.4   121.8   135.6   231.2   288.5   317.8   338.0   361.0   389.7   433.0   547.0  1134.8  2561.1  93922.5    93758
read      241.6    63.6    86.8   155.8   171.1   238.8   262.1   273.6   283.3   293.6   308.9   333.3   395.7   948.6  1475.6  10485.2    10485
read      252.7    74.0    93.8   151.8   169.2   253.2   277.2   290.5   299.6   312.2   327.5   353.3   415.7   785.4  2099.1  16543.8    16518
read      249.7   119.4    74.4   118.9   132.3   230.2   289.3   318.3   338.2   360.4   387.9   429.7   538.6   984.8  2341.9  83156.8    83230
read      236.7   121.9    93.8   157.2   168.9   227.7   250.7   262.9   270.9   281.5   295.5   321.2   422.5  1240.7  5060.5   5450.8     5484
read      260.0   115.0    68.9   125.9   140.1   254.9   305.6   329.9   346.1   365.1   388.5   424.2   502.7   646.4  2327.8  55447.0    55611
read      255.7   106.2    86.8   145.5   163.0   257.0   284.0   297.6   308.7   319.7   337.3   364.2   427.9   955.9  2504.8  20802.8    20774
read      249.2   109.9    68.9   121.0   134.7   229.0   286.1   315.4   335.7   358.5   387.0   430.0   542.0   981.6  2006.6  96504.5    96726
read      261.1    85.7    80.4   135.4   151.5   265.3   299.7   317.2   329.8   343.5   363.0   392.5   459.9   614.3  1300.4  32542.8    32442
read      253.5   114.1    74.4   120.9   134.5   236.5   297.5   325.9   344.9   366.2   392.4   431.0   523.3   721.9  1956.8  73108.0    73039
