Random waveform, supplied seed
Total number of intervals = 120 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453)
Average QPS expected = 55318
Timestamp start: 1778916234842
Timestamp end: 1778918035143

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      227.0    86.4    80.4   152.8   164.7   218.9   241.4   255.2   265.3   275.5   291.2   315.1   384.2   980.4  3185.3   6913.6     6927
read      272.8   127.6    68.9   128.2   142.5   254.8   310.3   341.2   366.0   395.4   431.4   482.8   590.4   908.7  3319.5  52857.2    52892
read      248.6   120.7    74.4   125.8   140.0   227.0   276.7   303.8   322.4   345.4   376.7   426.1   567.8  1186.9  3223.3  98837.9    98921
read      253.2   102.8    74.4   127.3   141.2   237.2   292.6   318.2   336.4   357.8   385.0   425.2   506.4   685.5  2290.7  61130.7    61129
read      270.6   110.1    74.4   133.2   148.6   260.9   309.9   335.5   354.6   377.7   406.4   451.1   540.9   782.3  2141.0  40589.8    40613
read      270.0   121.3    74.4   127.1   141.4   252.3   307.7   338.4   362.9   392.1   428.0   478.4   582.8   812.4  2771.5  53311.5    53226
read      274.1   107.9    74.4   135.4   150.9   265.6   315.2   340.7   360.1   382.9   410.7   452.1   537.9   740.1  1888.1  38582.7    38560
read      249.1   129.5    74.4   126.3   140.5   227.7   276.7   303.6   322.1   344.9   375.1   424.1   547.1  1500.4  3426.3 103438.8   103465
read      246.5   102.6    74.4   126.8   141.0   228.0   276.1   302.6   320.8   343.5   373.6   421.1   528.5   871.8  1909.2 104651.4   104758
read      245.9   108.6    68.9   125.0   139.2   226.2   276.9   304.3   323.0   345.6   376.0   423.2   528.1   817.9  2331.1  94725.2    94759
read      277.9   166.3    80.4   136.1   151.6   264.8   313.6   338.9   357.8   380.4   408.2   451.0   555.5  2072.0  7741.7  37808.9    37799
read      231.9   156.7    86.8   149.5   161.1   217.4   241.5   256.4   266.7   277.9   293.6   318.8   432.5  2265.8  7318.2   8374.9     8296
