Random waveform, supplied seed
Total number of intervals = 600 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453, 44096, 100467, 8576, 59359, 7614, 60329, 43762, 67038, 26095, 71173, 109276, 13150, 61250, 84472, 82226, 27671, 98736, 106314, 105027, 96867, 89493, 50538, 22083, 48618, 94298, 63579, 64573, 77178, 29824, 64495, 20917, 85651, 61935, 50216, 72251, 71798, 19701, 24952, 81838, 26648, 24837, 29420, 103882, 70314, 61679, 49557, 19325, 9128, 94933, 24327, 71896, 93771, 20452, 42338, 72627, 80603, 49049, 92305, 56889, 78036, 71583, 72609, 107382, 86530, 16550, 84534, 72631, 49291, 62175, 80213, 16566, 53985, 101949, 24076, 52574, 106271, 105451, 86087, 29108, 101115, 74326, 75832, 94901, 15809, 28874, 51882, 32653, 41676, 63019, 99164, 47055, 62394, 98519, 32122, 49464, 24034, 77363, 91698, 38997, 86028, 83012, 15024, 56640, 97362, 107412, 65030, 79278, 47544, 105368, 58181, 56960, 14849, 63672, 48289, 11797, 10781, 49362, 102119, 46213, 97025, 18351, 21426, 43013, 67376, 36043, 6255, 102499, 26263, 56974, 40869, 46514, 11431, 58600, 68058, 54502, 64022, 52142, 101375, 40606, 47485, 48977, 38615, 80279, 75843, 67095, 41325, 55752, 85561, 14194, 88002, 90515, 109283, 26699, 37400, 19307, 11527, 83787, 22209, 75169, 73833, 94641, 61338, 91825, 77235, 37257, 32057, 108618, 72930, 43714, 87369, 56640, 97360, 79788, 11352, 87962, 40663, 59386, 48302, 19398, 82197, 77387, 72753, 7720, 46279, 42102, 90892, 39976, 61084, 16735, 45909, 28976, 84704, 101822, 92571, 12106, 58568, 51319, 21556, 14191, 29072, 16350, 86891, 104441, 8906, 42175, 51797, 76678, 19630, 100132, 40498, 108559, 23964, 70760, 99567, 107548, 53742, 103931, 60359, 9725, 52014, 40053, 86436, 23983, 66595, 26056, 51764, 40202, 76665, 11133, 80405, 79106, 97258, 36307, 28636, 41620, 75736, 44979, 31478, 37586, 108330, 64301, 11203, 7291, 87477, 77485, 42055, 26865, 94592, 66869, 17835, 55977, 82437, 15775, 87559, 105401, 88752, 94531, 101303, 86640, 84818, 20221, 43599, 52779, 89855, 48532, 107423, 46535, 47535, 49633, 30334, 17207, 106074, 48912, 96483, 39228, 92350, 85084, 81993, 101617, 16730, 71079, 108942, 55406, 42279, 21876, 34140, 42897, 18462, 100375, 41347, 101594, 47486, 73393, 51134, 58201, 71020, 72071, 93446, 28724, 59269, 74624, 52368, 9687, 44165, 6895, 55457, 61164, 108384, 33319, 97895, 39720, 68554, 86849, 30264, 100754, 98098, 86028, 93054, 42348, 29490, 18187, 95113, 8570, 62285, 52582, 34260, 59493, 58208, 93458, 18056, 94134, 37808, 53481, 25666, 108853, 41576, 70282, 45769, 92383, 12100, 67747, 68933, 63242, 72993, 51022, 67069, 24895, 68588, 42706, 49479, 64792, 73879, 31893, 74262, 57246, 91617, 55173, 108633, 15720, 99961, 102613, 57169, 56950, 49938, 5383, 39719, 36653, 69482, 46749, 65109, 46501, 109480, 69433, 58157, 70737, 34617, 77563, 90036, 36689, 46832, 104903, 14153, 21674, 5689, 37781, 15507, 102064, 71340, 79815, 44352, 109562, 86219, 47335, 41962, 45802, 13389, 95780, 87844, 55903, 100902, 70988, 53831, 26948, 32347, 41050, 56197, 94617, 71839, 79082, 107630, 60164, 97878, 63680, 73888, 65499, 96906, 103287, 49664, 32535, 46477, 7459, 74137, 57061, 34213, 7432, 41605, 32998, 61636, 64695, 14063, 91302, 6064, 41354, 19863, 19488, 14040, 19538, 20199, 106657, 92457, 92780, 68203, 81753, 57748, 21027, 49680, 82042, 93691, 45291, 30437, 67422, 69956, 35404, 80225, 105585, 20088, 12672, 15696, 25951, 65007, 10189, 78008, 12678, 15922, 41774, 38788, 34559, 54825, 42697, 12669, 70047, 96137, 92934, 20597, 66597, 59987, 58456, 59958, 98221, 55912)
Average QPS expected = 57644
Timestamp start: 1778506143175
Timestamp end: 1778507943630

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      245.9    79.1    93.8   162.1   176.8   237.7   261.5   274.3   284.9   295.9   312.9   340.2   442.1  1166.0  1932.4   6922.3     6927
read      313.8   235.5    74.4   128.6   144.2   272.7   337.8   386.0   423.3   465.2   518.5   595.3   859.3  2923.4  7389.0  52820.3    52892
read      304.7   338.6    74.4   125.9   141.3   240.6   293.1   323.7   346.8   381.1   432.1   554.1  2010.2  3603.4  7912.9  99203.7    98921
read      253.1   105.9    74.4   125.5   140.1   240.4   290.4   315.1   332.2   351.8   380.5   425.3   511.8   684.8  1978.6  61045.3    61129
read      257.7    99.7    80.4   133.6   150.1   252.8   292.7   313.0   327.0   342.8   365.7   402.3   480.0   657.2  3534.2  40740.7    40613
read      257.3   104.6    80.4   129.1   144.2   247.5   295.0   318.6   335.0   353.9   380.0   422.2   504.8   712.5  2094.2  52957.0    53226
read      257.1    90.1    80.4   135.6   152.4   253.4   292.4   312.2   325.8   341.5   363.8   398.9   469.5   576.2  1438.0  38444.7    38560
read      247.4   104.4    74.4   124.7   139.0   229.2   277.1   303.8   322.3   343.9   374.9   428.5   542.3   865.8  2130.9 103565.0   103465
read      249.6   119.9    74.4   125.2   139.6   230.9   278.8   305.5   324.3   345.8   378.7   431.6   546.9   966.1  2438.0 104599.7   104758
read      251.1   127.3    74.4   124.1   138.5   230.3   280.1   307.8   327.2   349.3   383.3   436.3   569.3  1138.1  4778.1  94632.3    94759
read      257.2    83.1    80.4   136.5   153.1   254.3   292.4   311.9   325.2   340.9   362.9   397.3   469.0   587.3   917.3  37873.7    37799
read      234.6    86.4    93.8   159.9   173.1   228.5   249.4   261.6   270.3   281.1   294.5   318.2   394.8   940.3  2519.2   8299.7     8296
read      251.3   120.3    74.4   123.8   138.0   234.7   286.1   312.4   330.4   350.9   380.5   428.2   526.3   899.8  3994.2  69411.3    69443
read      241.2    75.1    93.8   157.7   174.6   236.4   260.0   272.3   281.9   292.7   307.8   332.0   399.1   869.1  2616.6  12508.3    12517
read      259.2   109.4    80.4   132.5   149.0   252.7   295.4   316.6   331.3   346.8   371.1   408.3   485.2   882.4  2987.4  43573.3    43591
read      250.9    85.5    86.8   150.2   168.6   247.7   275.8   290.9   301.5   314.3   331.2   358.5   426.1   682.8  1992.2  20609.7    20430
read      246.1   110.4    74.4   122.9   137.0   227.4   276.5   304.2   323.1   344.6   375.5   428.6   540.7   815.3  2167.7  93884.0    93758
read      238.4    78.9    93.8   159.8   175.1   233.1   254.6   267.4   275.6   287.6   301.2   322.9   391.6   916.5  3341.4  10516.7    10485
read      247.9    68.4    93.8   154.5   173.0   245.0   270.1   283.9   293.4   305.9   320.4   345.5   406.2   716.0  2388.1  16449.7    16518
read      248.7   118.9    74.4   121.6   135.7   229.5   280.2   307.1   325.5   346.6   379.9   433.0   549.3  1103.7  3394.4  83213.3    83230
read      235.2   140.7    86.8   158.3   171.0   225.0   247.0   259.9   269.4   280.9   295.6   325.2   454.0  1015.7  3328.9   5419.7     5484
read      253.2   115.7    74.4   126.7   141.4   242.8   290.5   313.9   329.9   347.1   373.1   415.8   503.5   678.6  3871.5  55477.3    55611
read      250.8    69.8    80.4   150.0   168.0   248.5   275.9   291.2   301.9   314.9   332.0   359.4   424.3   619.2  1309.7  20788.7    20774
read      246.5   103.6    74.4   122.5   136.6   227.4   276.8   304.9   324.2   345.8   378.5   431.8   549.1   850.3  1793.6  96548.3    96726
read      259.6   114.8    74.4   141.3   159.5   256.8   291.8   310.0   322.1   337.1   356.2   389.2   458.6   594.1  3008.6  32451.0    32442
read      251.0   112.8    74.4   123.5   137.8   233.8   285.4   312.2   330.4   350.9   381.9   432.2   542.6   786.3  2167.8  73133.7    73039
read      249.6   120.0    74.4   123.0   137.6   233.0   284.2   311.1   329.3   349.7   380.0   428.9   530.5   755.0  1860.9  73930.3    74055
read      256.2    93.0    74.4   131.5   147.4   248.5   292.4   314.4   329.7   346.3   371.3   412.3   501.3   639.4  1535.7  51187.0    51197
read      252.1   101.5    74.4   127.1   142.0   241.6   288.8   312.5   328.6   346.0   371.9   415.0   500.8   634.0  2779.6  59487.0    59442
read      255.9   106.5    74.4   136.2   153.3   251.5   287.1   305.7   318.3   334.4   354.7   390.1   469.5   993.1  2863.7  35821.0    35654
read      244.5   105.5    74.4   120.8   134.6   228.4   278.5   304.8   322.6   342.6   371.0   420.7   523.1   714.2  2533.8  78348.3    78747
read      251.4    89.0    74.4   131.4   147.2   246.6   286.4   306.3   319.6   336.1   357.0   392.8   466.4   605.8  1592.0  42211.7    42212
read      252.1   108.7    74.4   127.3   142.1   243.4   288.3   310.6   325.7   343.3   368.3   409.2   498.7   683.6  3830.1  52682.3    52488
read      253.0    83.2    80.4   136.0   152.7   249.6   285.7   304.1   316.9   332.6   352.0   386.8   462.2   597.0  1879.8  36813.3    36950
read      245.4    81.4    86.8   152.9   170.5   240.2   266.1   279.5   289.7   301.2   317.6   343.8   418.5   919.2  3217.1  16876.0    16762
