#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      263.2   108.4   101.3   155.6   170.9   246.8   284.0   306.4   322.4   343.1   370.6   417.7   529.3   817.1  3970.9  30003.3    30000  1778587279219  1778587289372
read      265.8   116.3    93.8   159.1   174.2   250.5   287.1   308.8   324.5   343.9   370.1   413.7   516.5   852.8  4304.3  29996.4    30005  1778587290887  1778587301018
read      273.2   154.3    93.8   154.2   168.4   247.0   287.9   312.9   331.7   354.8   387.3   443.1   684.7  2042.6  4797.7  29954.7    30010  1778587302537  1778587312642
read      252.6   143.8   101.3   149.7   161.2   229.1   267.1   291.3   309.6   331.7   361.3   409.4   546.5  2188.4  4996.0  30006.4    30015  1778587314158  1778587324274
read      264.0   135.8   101.3   152.6   164.6   235.6   277.4   304.0   323.9   348.5   383.8   446.3   654.5  1765.1  4101.6  30080.4    30020  1778587325792  1778587335895
read      263.2   120.0   101.3   152.2   164.9   238.0   280.4   306.9   326.5   351.0   384.3   441.9   610.7  1284.8  3313.9  30051.2    30025  1778587337415  1778587347521
read      287.5   153.7   101.3   156.0   170.2   254.3   303.7   333.8   357.0   386.0   427.1   503.4   788.1  1815.8  4105.5  30063.6    30030  1778587349039  1778587359147
read      280.6   164.2    93.8   152.6   165.3   241.5   287.7   317.7   342.1   373.7   423.7   518.4   856.8  1943.3  4108.1  29991.3    30035  1778587360666  1778587370784
read      350.7   328.3    93.8   155.6   169.8   261.1   322.7   369.6   411.2   472.3   581.8   826.2  1786.9  3785.7  5982.4  30015.3    30040  1778587372303  1778587382406
read      364.0   319.6    93.8   159.5   175.3   276.7   345.6   395.7   438.9   502.2   608.6   837.6  1723.9  3594.8  6503.0  30027.7    30045  1778587383925  1778587394028
read      448.2   533.0    93.8   169.0   188.1   302.9   382.5   447.2   509.8   611.6   778.4  1170.8  2778.9  6316.0 10123.5  29922.6    30050  1778587395550  1778587405653
read      391.3   379.2    93.8   164.7   181.2   284.0   357.6   416.4   470.2   550.1   684.5   947.7  1928.0  4111.9  8271.4  29968.5    30055  1778587407176  1778587417283
read      393.3   472.9   101.3   158.0   172.1   258.9   330.3   398.7   466.2   565.1   725.3  1060.2  2147.7  4840.5  8827.8  30092.0    30060  1778587418801  1778587428906
read      415.0   427.5    93.8   161.9   178.1   282.1   359.4   426.4   493.2   596.1   765.1  1127.8  2242.0  4572.8  6851.0  30159.6    30065  1778587430426  1778587440532
read      404.1   420.4    93.8   164.6   181.5   284.3   355.5   414.0   469.2   556.1   707.2  1039.2  2153.9  4663.7  8410.7  30080.9    30070  1778587442050  1778587452174
read      332.2   230.1   101.3   165.7   182.0   273.0   326.7   365.2   397.6   443.8   518.5   680.4  1315.2  2608.0  4293.0  30087.0    30075  1778587453693  1778587463796
read      306.2   218.3   101.3   162.1   175.8   249.8   293.8   327.3   357.9   400.6   470.1   620.5  1207.2  2550.0  4357.1  29975.3    30080  1778587465316  1778587475424
read      275.0   169.3   101.3   156.2   169.4   238.5   275.5   301.9   323.3   353.9   401.2   499.4   840.4  2042.8  4745.9  30072.5    30085  1778587476941  1778587487044
read      270.0   148.4   101.3   157.9   171.0   238.5   274.8   299.8   320.0   348.0   390.6   470.8   731.1  1902.6  4482.5  30128.3    30090  1778587488564  1778587498667
read      310.7   213.3   101.3   163.4   179.3   264.9   312.6   344.1   370.7   405.7   462.5   577.8  1054.4  2808.0  5597.5  30082.5    30095  1778587500184  1778587510286
read      280.2   141.9   101.3   164.8   178.5   249.6   288.7   315.1   337.0   365.6   406.4   485.3   728.8  1593.5  4429.7  29986.9    30100  1778587511806  1778587521916
read      322.0   212.0   101.3   160.9   178.2   273.5   325.3   360.3   388.8   428.1   489.8   619.1  1151.5  2510.1  4533.5  30128.3    30105  1778587523434  1778587533540
