Random waveform, supplied seed
Total number of intervals = 120 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453)
Average QPS expected = 55318
Timestamp start: 1778313901761
Timestamp end: 1778315702079

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      247.8   113.8    93.8   160.1   172.9   237.0   264.4   279.2   290.8   304.6   321.9   354.3   453.8  1252.0  4890.4   6931.5     6927
read      298.6   159.3    80.4   135.1   150.7   271.4   330.7   369.9   399.3   432.8   475.4   542.1   744.5  1785.7  3201.3  52860.0    52892
read      285.8   223.8    80.4   134.0   149.4   248.6   303.0   333.0   355.7   385.2   423.7   493.5  1058.8  3226.3  7101.2  98939.7    98921
read      262.6   110.0    80.4   132.8   147.3   248.0   300.4   326.0   343.6   368.0   397.9   442.0   536.8   735.7  2974.4  61045.5    61129
read      267.7   104.6    80.4   139.6   154.9   260.6   303.5   324.7   340.0   360.4   388.4   430.6   529.5   733.8  2883.6  40573.1    40613
read      264.8   102.8    74.4   135.7   150.5   254.9   303.3   326.5   342.6   364.5   392.9   434.6   531.7   720.1  2015.1  53352.6    53226
read      266.0   109.8    80.4   141.7   157.3   262.1   301.3   320.5   334.9   351.4   376.5   414.7   500.5   706.0  2525.0  38573.1    38560
read      269.0   124.4    80.4   134.7   150.1   247.1   299.4   328.2   348.9   376.1   411.2   467.6   616.4  1089.4  2903.8 103489.9   103465
read      267.1   129.9    80.4   133.0   148.2   244.2   296.3   325.1   345.9   373.4   408.9   466.4   621.2  1216.7  3464.8 104747.9   104758
read      261.4   115.4    74.4   132.1   146.7   240.5   293.0   320.9   341.2   367.1   400.2   452.9   577.4  1029.2  2282.4  94796.4    94759
read      266.7    99.2    80.4   141.1   156.8   262.7   303.0   322.7   337.3   355.3   381.3   419.6   499.4   659.6  2124.0  37812.4    37799
read      236.8    88.8    86.8   159.4   172.2   229.1   252.3   265.7   274.4   287.6   303.9   331.6   408.2   745.4  3305.7   8287.7     8296
read      259.3   116.0    80.4   130.4   144.5   241.8   295.7   322.0   340.7   365.0   396.1   441.9   544.0   807.5  2768.0  69413.5    69443
read      248.8    83.8    80.4   160.9   175.8   242.8   267.8   281.5   291.8   304.8   321.0   351.8   433.5   728.3  2887.2  12507.8    12517
read      265.0   105.0    80.4   138.6   153.4   259.2   302.5   323.3   338.6   357.9   384.3   422.6   502.7   673.0  2953.1  43461.3    43591
